编号,推算时间,表面位移_mm,非初始零值标记,局部差分突变候选标记,局部差分突变评分,趋势识别用位移_mm,稳健趋势位移_mm,原始速度_mm_h,滚动72点速度_mm_h,滚动72点加速度_mm_h2,阶段编号,阶段名称,分阶段模型拟合位移_mm,分阶段模型残差_mm
5327,2024-06-09 23:40:00,157.246,False,False,0.11422827378241264,157.246,157.304,0.5160000000000764,0.3155833333333338,-0.00025694444444449016,2,加速形变阶段,170.3411109750649,-13.095110975064898
5328,2024-06-09 23:50:00,157.443,False,False,0.7180062923461078,157.443,157.323,1.1820000000000164,0.31491666666666873,-0.0036944444444441255,2,加速形变阶段,170.36503426204854,-12.922034262048527
5329,2024-06-10 00:00:00,157.323,False,False,1.0062966976062617,157.323,157.443,-0.7200000000000273,0.30333333333333456,-0.01653472222222203,2,加速形变阶段,170.3889930461697,-13.065993046169694
5330,2024-06-10 00:10:00,157.449,False,False,0.3590031461730539,157.449,157.449,0.7560000000000286,0.32700000000000057,0.000666666666666695,2,加速形变阶段,170.4129873274284,-12.963987327428384
5331,2024-06-10 00:20:00,157.637,False,False,0.6690513178678869,157.637,157.637,1.127999999999929,0.33474999999999966,0.0014027777777777667,2,加速形变阶段,170.43701710582462,-12.800017105824622
5332,2024-06-10 00:30:00,157.656,False,False,0.2522485767148014,157.656,157.656,0.11400000000003274,0.32466666666666794,-0.00170138888888872,2,加速形变阶段,170.46108238135838,-12.805082381358375
5333,2024-06-10 00:40:00,157.658,False,False,0.3154876133036959,157.658,157.658,0.011999999999886768,0.33499999999999847,0.0007569444444443055,2,加速形变阶段,170.48518315402967,-12.827183154029683
5334,2024-06-10 00:50:00,157.704,False,False,0.10418962951252694,157.704,157.704,0.27600000000012415,0.31099999999999994,-0.0030625000000000188,2,加速形变阶段,170.50931942383846,-12.805319423838455
5335,2024-06-10 01:00:00,157.725,False,False,0.21386292373658405,157.725,157.725,0.1259999999999195,0.3267499999999994,-0.0001944444444445803,2,加速形变阶段,170.53349119078482,-12.808491190784821
5336,2024-06-10 01:10:00,158.102,False,False,1.7547727075814847,158.102,157.8,2.2620000000000573,0.34533333333333377,-0.00025694444444449016,2,加速形变阶段,170.55769845486867,-12.455698454868667
5337,2024-06-10 01:20:00,157.825,False,False,1.8479950076718865,157.825,157.825,-1.6620000000000914,0.30749999999999983,-0.0033680555555554528,2,加速形变阶段,170.58194121609006,-12.75694121609007
5338,2024-06-10 01:30:00,158.078,False,False,1.0309289657042353,158.078,158.078,1.518000000000086,0.3327499999999996,-0.00023611111111125163,2,加速形变阶段,170.606219474449,-12.528219474449003
5339,2024-06-10 01:40:00,157.8,False,False,1.8808969959388855,157.8,158.102,-1.6679999999999495,0.31125000000000114,-0.001972222222222167,2,加速形变阶段,170.63053322994546,-12.830533229945445
5340,2024-06-10 01:50:00,158.173,False,False,1.688968731047175,158.173,158.116,2.2379999999999427,0.34433333333333377,0.003347222222222219,2,加速形变阶段,170.65488248257944,-12.481882482579437
5341,2024-06-10 02:00:00,158.238,False,False,0.07677130595674646,158.238,158.173,0.38999999999998636,0.3405000000000011,0.0018402777777778805,2,加速形变阶段,170.67926723235095,-12.441267232350953
5342,2024-06-10 02:10:00,158.116,False,False,1.025445300992861,158.116,158.203,-0.731999999999914,0.32841666666666686,0.00020138888888886208,2,加速形变阶段,170.70368747926,-12.587687479259984
5343,2024-06-10 02:20:00,158.203,False,False,0.13613574961910027,158.203,158.238,0.5219999999999345,0.30466666666666714,-0.002840277777777724,2,加速形变阶段,170.72814322330655,-12.525143223306543
5344,2024-06-10 02:30:00,158.426,False,False,1.0656953999729937,158.426,158.255,1.3379999999999086,0.34949999999999903,0.0032291666666664914,2,加速形变阶段,170.75263446449065,-12.326634464490667
5345,2024-06-10 02:40:00,158.255,False,False,1.6934023323029759,158.255,158.425,-1.0259999999999536,0.3300000000000007,0.0001180555555557276,2,加速形变阶段,170.7771612028123,-12.522161202812299
5346,2024-06-10 02:50:00,158.484,False,False,1.1061648455417847,158.484,158.426,1.3740000000000805,0.3492500000000002,0.0037986111111110907,2,加速形变阶段,170.80172343827144,-12.317723438271429
5347,2024-06-10 03:00:00,158.425,False,False,0.8363685417509934,158.425,158.484,-0.353999999999985,0.33566666666666833,0.0015347222222224465,2,加速形变阶段,170.82632117086814,-12.40132117086813
5348,2024-06-10 03:10:00,158.644,False,False,0.9529502473340535,158.644,158.583,1.3139999999999645,0.3406666666666662,0.002055555555555505,2,加速形变阶段,170.85095440060235,-12.206954400602342
5349,2024-06-10 03:20:00,158.815,False,False,0.569294952952729,158.815,158.644,1.0259999999999536,0.36233333333333206,0.0038263888888886064,2,加速形变阶段,170.87562312747409,-12.060623127474088
5350,2024-06-10 03:30:00,158.583,False,False,1.9244644605253531,158.583,158.652,-1.391999999999996,0.3300000000000007,0.001486111111111299,2,加速形变阶段,170.90032735148338,-12.317327351483385
5351,2024-06-10 03:40:00,158.798,False,False,0.9173074328881925,158.798,158.798,1.2900000000000205,0.3564999999999993,0.005083333333333134,2,加速形变阶段,170.92506707263018,-12.127067072630183
5352,2024-06-10 03:50:00,158.889,False,False,0.07425586342863212,158.889,158.815,0.5460000000000491,0.34158333333333485,0.002048611111111223,2,加速形变阶段,170.94984229091452,-12.060842290914508
5353,2024-06-10 04:00:00,158.652,False,False,1.8687725629539669,158.652,158.815,-1.4220000000001392,0.329083333333332,0.00034722222222210536,2,加速形变阶段,170.97465300633638,-12.322653006336395
5354,2024-06-10 04:10:00,159.023,False,False,1.8068926767633229,159.023,158.889,2.226000000000056,0.3544999999999992,0.005444444444444386,2,加速形变阶段,170.99949921889578,-11.976499218895782
5355,2024-06-10 04:20:00,159.027,False,False,0.3774673057622426,159.027,158.952,0.023999999999944066,0.33583333333333104,0.0014374999999997584,2,加速形变阶段,171.02438092859268,-11.99738092859269
5356,2024-06-10 04:30:00,159.121,False,False,0.09281982928587809,159.121,159.023,0.5640000000001351,0.3539166666666678,0.003736111111111185,2,加速形变阶段,171.04929813542714,-11.928298135427127
5357,2024-06-10 04:40:00,158.952,False,False,1.5408091661442045,158.952,159.027,-1.0140000000000668,0.3277499999999994,0.0015208333333332907,2,加速形变阶段,171.07425083939913,-12.122250839399129
5358,2024-06-10 04:50:00,159.267,False,False,1.3264984936371975,159.267,159.121,1.8899999999999864,0.34883333333333394,0.004437500000000071,2,加速形变阶段,171.09923904050862,-11.832239040508625
5359,2024-06-10 05:00:00,159.256,False,False,0.4702871350479448,159.256,159.235,-0.06599999999997408,0.33816666666666606,0.0006319444444443054,2,加速形变阶段,171.12426273875568,-11.868262738755675
5360,2024-06-10 05:10:00,159.235,False,False,0.6744907594765952,159.235,159.256,-0.1259999999999195,0.33958333333333474,0.002965277777777923,2,加速形变阶段,171.14932193414023,-11.914321934140219
5361,2024-06-10 05:20:00,159.464,False,False,0.9281982928577256,159.464,159.267,1.37399999999991,0.3602500000000006,0.004152777777777871,2,加速形变阶段,171.17441662666232,-11.710416626662322
5362,2024-06-10 05:30:00,159.546,False,False,0.018563965857070094,159.546,159.464,0.4919999999999618,0.3617499999999983,0.003986111111110802,2,加速形变阶段,171.19954681632194,-11.653546816321949
5363,2024-06-10 05:40:00,159.482,False,False,0.8314842983203937,159.482,159.482,-0.3839999999999577,0.34483333333333377,0.0021180555555556043,2,加速形变阶段,171.22471250311912,-11.742712503119122
5364,2024-06-10 05:50:00,159.603,False,False,0.23607176581680833,159.603,159.529,0.7260000000000559,0.35850000000000176,0.002576388888889151,2,加速形变阶段,171.2499136870538,-11.646913687053797
5365,2024-06-10 06:00:00,159.607,False,False,0.4133975622599833,159.607,159.546,0.023999999999944066,0.3439166666666675,0.0022916666666667565,2,加速形变阶段,171.275150368126,-11.668150368125993
5366,2024-06-10 06:10:00,159.529,False,False,0.8594317741719079,159.529,159.603,-0.46800000000001774,0.3359999999999985,-0.0001111111111112469,2,加速形变阶段,171.30042254633574,-11.771422546335742
5367,2024-06-10 06:20:00,159.679,False,False,0.39907369935695886,159.679,159.607,0.9000000000000341,0.3547500000000004,0.003590277777777748,2,加速形变阶段,171.32573022168302,-11.646730221683015
5368,2024-06-10 06:30:00,159.868,False,False,0.6126624398577742,159.868,159.679,1.1339999999999577,0.3682499999999986,0.0049444444444441725,2,加速形变阶段,171.35107339416783,-11.483073394167832
5369,2024-06-10 06:40:00,159.947,False,False,0.0,159.947,159.804,0.4740000000000464,0.35825000000000057,0.0033055555555555525,2,加速形变阶段,171.37645206379014,-11.429452063790137
5370,2024-06-10 06:50:00,159.804,False,False,1.2908357638261085,159.804,159.868,-0.8580000000000041,0.34641666666666754,0.001486111111111299,2,加速形变阶段,171.40186623055,-11.59786623055001
5371,2024-06-10 07:00:00,159.961,False,False,0.5000534940948539,159.961,159.947,0.9420000000000641,0.3444166666666675,0.0026666666666667663,2,加速形变阶段,171.4273158944474,-11.466315894447376
5372,2024-06-10 07:10:00,159.998,False,False,0.23607176581696807,159.998,159.961,0.2219999999998663,0.3575833333333331,0.0030486111111110623,2,加速形变阶段,171.4528010554823,-11.454801055482307
5373,2024-06-10 07:20:00,160.12,False,False,0.24169252214580658,160.12,159.998,0.7320000000000846,0.34641666666666754,0.001395833333333485,2,加速形变阶段,171.47832171365476,-11.35832171365476
5374,2024-06-10 07:30:00,160.145,False,False,0.2937298468688623,160.145,160.12,0.1500000000000341,0.34224999999999994,0.001187499999999948,2,加速形变阶段,171.50387786896474,-11.358877868964726
5375,2024-06-10 07:40:00,160.268,False,False,0.29227932910647136,160.268,160.145,0.7379999999999427,0.36258333333333326,0.0043958333333334,2,加速形变阶段,171.52946952141224,-11.261469521412238
5376,2024-06-10 07:50:00,160.227,False,False,0.6801587490520559,160.227,160.227,-0.2459999999999809,0.3462500000000001,0.0028749999999999145,2,加速形变阶段,171.55509667099727,-11.328096670997269
5377,2024-06-10 08:00:00,160.45,False,False,0.8663717513966098,160.45,160.268,1.3379999999999086,0.34549999999999886,0.0012569444444443245,2,加速形变阶段,171.58075931771984,-11.13075931771985
5378,2024-06-10 08:10:00,160.328,False,False,1.1396568004950678,160.328,160.328,-0.731999999999914,0.33766666666666606,0.002569444444444282,2,加速形变阶段,171.60645746157994,-11.278457461579933
5379,2024-06-10 08:20:00,160.451,False,False,0.30498712602413147,160.451,160.435,0.7379999999999427,0.3500833333333328,0.0029652777777777286,2,加速形变阶段,171.63219110257754,-11.181191102577543
5380,2024-06-10 08:30:00,160.58,False,False,0.33724537973846286,160.58,160.45,0.7740000000001146,0.34941666666666765,0.0023402777777778994,2,加速形变阶段,171.6579602407127,-11.077960240712684
5381,2024-06-10 08:40:00,160.604,False,False,0.27566144082952587,160.604,160.451,0.14400000000000546,0.35925000000000057,0.0036041666666667047,2,加速形变阶段,171.68376487598536,-11.079764875985347
5382,2024-06-10 08:50:00,160.435,False,False,1.4851172685722551,160.435,160.58,-1.0140000000000668,0.3401666666666661,0.002611111111110944,2,加速形变阶段,171.70960500839558,-11.274605008395582
5383,2024-06-10 09:00:00,157.889,False,True,16.19396621605596,157.889,160.604,-15.275999999999954,0.11958333333333353,-0.016645833333333273,2,加速形变阶段,171.7354806379433,-13.846480637943301
5384,2024-06-10 09:10:00,160.851,False,True,17.87091113181865,160.851,160.851,17.771999999999935,0.3504999999999991,0.0015972222222221527,2,加速形变阶段,171.7613917646286,-10.9103917646286
5385,2024-06-10 09:20:00,160.868,False,False,0.33415138542875744,160.868,160.868,0.10199999999997544,0.36508333333333337,0.006743055555555581,2,加速形变阶段,171.7873383884514,-10.919338388451393
5386,2024-06-10 09:30:00,161.003,False,False,0.3960312716192094,161.003,160.945,0.8099999999999454,0.35924999999999824,0.0042152777777775775,2,加速形变阶段,171.8133205094117,-10.810320509411724
5387,2024-06-10 09:40:00,161.083,False,False,0.05569189757154751,161.083,160.955,0.48000000000007503,0.36666666666666714,0.0038263888888889993,2,加速形变阶段,171.83933812750956,-10.756338127509565
5388,2024-06-10 09:50:00,160.955,False,False,1.249973701048582,160.955,161.003,-0.7679999999999154,0.33916666666666845,0.001604166666666823,2,加速形变阶段,171.86539124274495,-10.910391242744936
5389,2024-06-10 10:00:00,160.945,False,False,0.5463375151761897,160.945,161.049,-0.06000000000011596,0.3382499999999998,0.0016458333333332954,2,加速形变阶段,171.89147985511786,-10.946479855117872
5390,2024-06-10 10:10:00,161.049,False,False,0.20420362442882625,161.049,161.083,0.6240000000000805,0.3496666666666665,0.0024236111111110383,2,加速形变阶段,171.9176039646283,-10.868603964628306
5391,2024-06-10 10:20:00,161.239,False,False,0.7178066798099932,161.239,161.239,1.1399999999999864,0.35608333333333303,0.029493055555555456,2,加速形变阶段,171.94376357127626,-10.70476357127626
5392,2024-06-10 10:30:00,161.82,False,False,3.1373102298594433,161.82,161.29,3.485999999999933,0.41116666666666646,0.00802777777777782,2,加速形变阶段,171.96995867506178,-10.149958675061782
5393,2024-06-10 10:40:00,161.354,False,False,3.3229498884301574,161.354,161.354,-2.7959999999998786,0.36758333333333343,0.005548611111110958,2,加速形变阶段,171.9961892759848,-10.642189275984776
5394,2024-06-10 10:50:00,161.29,False,False,0.8539424294292226,161.29,161.517,-0.38400000000012824,0.33216666666666583,-0.0011527777777779514,2,加速形变阶段,172.02245537404536,-10.732455374045372
5395,2024-06-10 11:00:00,161.517,False,False,0.9653262245719659,161.517,161.58,1.3620000000000232,0.36941666666666606,0.005166666666666667,2,加速形变阶段,172.04875696924344,-10.531756969243446
5396,2024-06-10 11:10:00,161.58,False,False,0.04692109631130226,161.58,161.651,0.3780000000000996,0.36708333333333343,0.004763888888888739,2,加速形变阶段,172.07509406157905,-10.495094061579039
5397,2024-06-10 11:20:00,161.651,False,False,0.018563965857241127,161.651,161.72,0.4259999999999877,0.3718333333333348,0.003868055555555671,2,加速形变阶段,172.10146665105222,-10.45046665105221
5398,2024-06-10 11:30:00,161.886,False,False,0.9525702831202585,161.886,161.76,1.4099999999999113,0.39383333333333326,0.006687499999999957,2,加速形变阶段,172.1278747376629,-10.241874737662897
5399,2024-06-10 11:40:00,161.822,False,False,0.8164888141032468,161.822,161.784,-0.3839999999999577,0.3813333333333328,0.005479166666666581,2,加速形变阶段,172.1543183214111,-10.332318321411094
5400,2024-06-10 11:50:00,161.784,False,False,0.6449078314294041,161.784,161.82,-0.22800000000006548,0.3617499999999983,0.0039027777777774636,2,加速形变阶段,172.18079740229683,-10.39679740229684
5401,2024-06-10 12:00:00,161.72,False,False,0.8353784635718056,161.72,161.822,-0.3839999999999577,0.36641666666666595,0.005256944444444282,2,加速形变阶段,172.20731198032007,-10.487311980320072
5402,2024-06-10 12:10:00,162.043,False,False,1.559373132000868,162.043,161.886,1.938000000000045,0.38283333333333286,0.004652777777777691,2,加速形变阶段,172.23386205548087,-10.190862055480864
5403,2024-06-10 12:20:00,161.76,False,False,2.1905479711440763,161.76,161.91,-1.6980000000000928,0.3435833333333325,0.0007361111111110716,2,加速形变阶段,172.2604476277792,-10.50044762777921
5404,2024-06-10 12:30:00,161.959,False,False,0.7982505318576751,161.959,161.959,1.1940000000000737,0.3585833333333331,0.0028263888888887625,2,加速形变阶段,172.28706869721503,-10.32806869721503
5405,2024-06-10 12:40:00,161.91,False,False,0.7040736875237863,161.91,162.04,-0.29400000000003956,0.3543333333333341,0.0016111111111113037,2,加速形变阶段,172.31372526378843,-10.40372526378843
5406,2024-06-10 12:50:00,162.065,False,False,0.498536648308795,162.065,162.043,0.9300000000000068,0.36341666666666583,0.0043680555555554905,2,加速形变阶段,172.34041732749932,-10.275417327499326
5407,2024-06-10 13:00:00,162.139,False,False,0.023666342437887376,162.139,162.065,0.44400000000007367,0.3678333333333346,0.003423611111111271,2,加速形变阶段,172.36714488834778,-10.22814488834777
5408,2024-06-10 13:10:00,162.085,False,False,0.7611226001433687,162.085,162.085,-0.3240000000000123,0.331916666666667,-0.001118055555555562,2,加速形变阶段,172.39390794633374,-10.308907946333733
5409,2024-06-10 13:20:00,162.04,False,False,0.7182077531462151,162.04,162.139,-0.2700000000000955,0.3512500000000003,0.003645833333333371,2,加速形变阶段,172.42070650145723,-10.38070650145724
5410,2024-06-10 13:30:00,162.236,False,False,0.7931511708656396,162.236,162.236,1.1759999999999877,0.3464999999999989,0.0011458333333332765,2,加速形变阶段,172.44754055371826,-10.211540553718265
5411,2024-06-10 13:40:00,162.24,False,False,0.4022192602382898,162.24,162.24,0.024000000000114596,0.36999999999999983,0.004895833333333224,2,加速形变阶段,172.4744101031168,-10.2344101031168
5412,2024-06-10 13:50:00,162.332,False,False,0.13608146901701162,162.332,162.332,0.5519999999999072,0.34658333333333263,0.00018749999999990533,2,加速形变阶段,172.5013151496529,-10.169315149652903
5413,2024-06-10 14:00:00,162.45,False,False,0.29702345371445105,162.45,162.45,0.70799999999997,0.3509999999999991,0.0008749999999998342,2,加速形变阶段,172.5282556933265,-10.078255693326525
5414,2024-06-10 14:10:00,162.671,False,False,0.943038006305021,162.671,162.511,1.3260000000000218,0.37958333333333155,0.004263888888888724,2,加速形变阶段,172.55523173413766,-9.884231734137671
5415,2024-06-10 14:20:00,162.511,False,False,1.6503497306342527,162.511,162.581,-0.9599999999999795,0.3589999999999994,0.004527777777777686,2,加速形变阶段,172.58224327208632,-10.07124327208632
5416,2024-06-10 14:30:00,162.581,False,False,0.0071754336114878536,162.581,162.64,0.4199999999999591,0.3462500000000001,-0.0002708333333332434,2,加速形变阶段,172.60929030717253,-10.02829030717254
5417,2024-06-10 14:40:00,162.66,False,False,0.05620756328979023,162.66,162.66,0.4740000000000464,0.36708333333333343,0.0030902777777777287,2,加速形变阶段,172.63637283939624,-9.976372839396248
5418,2024-06-10 14:50:00,162.791,False,False,0.38096237340800626,162.791,162.671,0.7860000000000014,0.35891666666666566,0.000805555555555453,2,加速形变阶段,172.66349086875752,-9.872490868757524
5419,2024-06-10 15:00:00,162.829,False,False,0.23678930917787552,162.829,162.791,0.22800000000006548,0.3669999999999997,0.0026111111111109483,2,加速形变阶段,172.6906443952563,-9.861644395256292
5420,2024-06-10 15:10:00,162.64,False,False,1.8656127389780726,162.64,162.818,-1.1340000000001282,0.3329999999999984,-0.0006388888888889804,2,加速形变阶段,172.7178334188926,-10.077833418892624
5421,2024-06-10 15:20:00,162.818,False,False,0.6744907594765952,162.818,162.829,1.0680000000001542,0.3335833333333345,-0.0023958333333331298,2,加速形变阶段,172.74505793966645,-9.92705793966644
5422,2024-06-10 15:30:00,163.064,False,False,1.270051749227028,163.064,162.957,1.4759999999998854,0.37341666666666623,0.0036180555555554625,2,加速形变阶段,172.77231795757783,-9.708317957577833
5423,2024-06-10 15:40:00,162.957,False,False,1.3045096007459447,162.957,162.96,-0.6419999999999959,0.34658333333333263,-0.0008263888888888904,2,加速形变阶段,172.79961347262673,-9.842613472626738
5424,2024-06-10 15:50:00,163.168,False,False,1.0450900778703798,163.168,163.051,1.2660000000000764,0.35658333333333303,0.0012499999999998485,2,加速形变阶段,172.82694448481317,-9.658944484813162
5425,2024-06-10 16:00:00,163.192,False,False,0.3447397215101888,163.192,163.064,0.14400000000000546,0.378333333333335,0.004104166666666918,2,加速形变阶段,172.85431099413714,-9.66231099413713
5426,2024-06-10 16:10:00,162.96,False,False,2.3147296518402376,162.96,163.168,-1.391999999999996,0.32808333333333434,-0.002201388888888739,2,加速形变阶段,172.88171300059864,-9.92171300059863
5427,2024-06-10 16:20:00,163.051,False,False,0.15738117721109904,163.051,163.192,0.5459999999998786,0.3353333333333334,-4.166666666646779e-05,2,加速形变阶段,172.90915050419764,-9.858150504197653
5428,2024-06-10 16:30:00,163.234,False,False,0.8543549620036872,163.234,163.234,1.0980000000001269,0.34274999999999994,-0.0009305555555556566,2,加速形变阶段,172.9366235049342,-9.702623504934195
5429,2024-06-10 16:40:00,163.319,False,False,0.12263468354113971,163.319,163.306,0.5099999999998772,0.36391666666666583,0.0030138888888888715,2,加速形变阶段,172.96413200280827,-9.645132002808282
5430,2024-06-10 16:50:00,163.306,False,False,0.6506852032596627,163.306,163.319,-0.07799999999986085,0.3365833333333346,-0.0010208333333332764,2,加速形变阶段,172.9916759978199,-9.685675997819885
5431,2024-06-10 17:00:00,163.349,False,False,0.21941265669733367,163.349,163.349,0.25799999999986767,0.34108333333333246,0.0002430555555555334,2,加速形变阶段,173.01925548996903,-9.670255489969037
5432,2024-06-10 17:10:00,163.435,False,False,0.09751673630987476,163.435,163.395,0.5160000000000764,0.34999999999999903,0.0008680555555553582,2,加速形变阶段,173.0468704792557,-9.611870479255685
5433,2024-06-10 17:20:00,163.504,False,False,0.008126394692528058,163.504,163.435,0.4139999999999304,0.336666666666666,-0.001965277777777885,2,加速形变阶段,173.07452096567988,-9.57052096567989
5434,2024-06-10 17:30:00,163.573,False,False,0.008225497066593878,163.573,163.504,0.41400000000010095,0.3355833333333346,-0.002180555555555306,2,加速形变阶段,173.1022069492416,-9.529206949241598
5435,2024-06-10 17:40:00,163.395,False,False,2.323245949309012,163.395,163.573,-1.0679999999999836,0.3260833333333342,-0.0015624999999999621,2,加速形变阶段,173.12992842994086,-9.734928429940851
5436,2024-06-10 17:50:00,163.65,False,False,1.695594825906888,163.65,163.65,1.5299999999999727,0.33724999999999977,-0.0017708333333334991,2,加速形变阶段,173.15768540777765,-9.507685407777643
5437,2024-06-10 18:00:00,163.702,False,False,0.16862268986921536,163.702,163.68,0.311999999999955,0.3412499999999999,-0.0002222222222222995,2,加速形变阶段,173.18547788275197,-9.48347788275197
5438,2024-06-10 18:10:00,163.68,False,False,0.8524813765610776,163.68,163.702,-0.13199999999994816,0.34591666666666754,0.0008263888888890847,2,加速形变阶段,173.2133058548638,-9.533305854863784
5439,2024-06-10 18:20:00,163.768,False,False,0.1779906170839499,163.768,163.744,0.5279999999999632,0.3407499999999999,-0.0011666666666667093,2,加速形变阶段,173.24116932411317,-9.473169324113172
5440,2024-06-10 18:30:00,163.744,False,False,0.8805851582058136,163.744,163.768,-0.14400000000000546,0.3230000000000004,-0.0037708333333331817,2,加速形变阶段,173.26906829050006,-9.525068290500059
5441,2024-06-10 18:40:00,163.994,False,False,1.6862268986921536,163.994,163.917,1.5,0.33724999999999977,-0.0017500000000000664,2,加速形变阶段,173.2970027540245,-9.303002754024504
5442,2024-06-10 18:50:00,163.917,False,False,1.4613966455331997,163.917,163.994,-0.4619999999999891,0.34274999999999994,-0.0003055555555556329,2,加速形变阶段,173.32497271468645,-9.407972714686451
5443,2024-06-10 19:00:00,164.075,False,False,0.8243775949160752,164.075,164.075,0.9479999999999222,0.3428333333333313,-0.0001319444444446797,2,加速形变阶段,173.35297817248593,-9.277978172485945
5444,2024-06-10 19:10:00,164.096,False,False,0.408025274251148,164.096,164.096,0.12600000000009004,0.3415000000000011,-0.001340277777777667,2,加速形变阶段,173.38101912742297,-9.28501912742297
5445,2024-06-10 19:20:00,164.206,False,False,0.33308185653163147,164.206,164.186,0.6599999999999113,0.3404999999999987,-0.0004930555555557372,2,加速形变阶段,173.40909557949752,-9.203095579497528
5446,2024-06-10 19:30:00,164.336,False,False,0.4246793670780491,164.336,164.206,0.7800000000001432,0.3492500000000002,0.000583333333333357,2,加速形变阶段,173.4372075287096,-9.10120752870958
5447,2024-06-10 19:40:00,164.186,False,False,1.8836388282946506,164.186,164.314,-0.9000000000000341,0.3265000000000005,-0.0030069444444443955,2,加速形变阶段,173.46535497505917,-9.279354975059164
5448,2024-06-10 19:50:00,164.314,False,False,0.39482385920585744,164.314,164.336,0.7679999999999154,0.3405833333333324,-0.000472222222222309,2,加速形变阶段,173.4935379185463,-9.179537918546316
5449,2024-06-10 20:00:00,164.445,False,False,0.4195003504063404,164.445,164.414,0.7860000000000014,0.332916666666667,-0.0010486111111109864,2,加速形变阶段,173.52175635917098,-9.076756359170986
5450,2024-06-10 20:10:00,164.48,False,False,0.3656877611619148,164.48,164.424,0.20999999999997954,0.3459999999999989,0.000694444444444405,2,加速形变阶段,173.55001029693318,-9.07001029693319
5451,2024-06-10 20:20:00,164.424,False,False,1.118667601082951,164.424,164.445,-0.33599999999989905,0.33108333333333445,-0.001583333333333196,2,加速形变阶段,173.57829973183289,-9.154299731832879
5452,2024-06-10 20:30:00,164.414,False,False,0.7402947360109827,164.414,164.48,-0.06000000000011596,0.3194999999999979,-0.002493055555555813,2,加速形变阶段,173.60662466387015,-9.192624663870163
5453,2024-06-10 20:40:00,164.537,False,False,0.4441768416065896,164.537,164.537,0.7380000000001132,0.3277499999999994,-0.0026250000000000995,2,加速形变阶段,173.63498509304492,-9.097985093044912
5454,2024-06-10 20:50:00,164.713,False,False,0.8909939662220492,164.713,164.71,1.0559999999999263,0.3564999999999993,0.0013611111111111,2,加速形变阶段,173.66338101935722,-8.950381019357224
5455,2024-06-10 21:00:00,164.71,False,False,0.6744907594765952,164.71,164.713,-0.017999999999915417,0.5684166666666665,0.03740277777777774,2,加速形变阶段,173.69181244280708,-8.981812442807069
5456,2024-06-10 21:10:00,164.832,False,False,0.44133345990424017,164.832,164.791,0.731999999999914,0.33174999999999955,-0.0015624999999999621,2,加速形变阶段,173.72027936339444,-8.888279363394446
5457,2024-06-10 21:20:00,164.806,False,False,0.7910694092627727,164.806,164.805,-0.15599999999989222,0.32816666666666805,-0.0030763888888887766,2,加速形变阶段,173.74878178111933,-8.942781781119322
5458,2024-06-10 21:30:00,164.805,False,False,0.5757847946753646,164.805,164.806,-0.006000000000028649,0.3168333333333351,-0.0035347222222219302,2,加速形变阶段,173.77731969598176,-8.972319695981753
5459,2024-06-10 21:40:00,164.791,False,False,0.6827162565434228,164.791,164.832,-0.08400000000006003,0.3089999999999999,-0.0048055555555556045,2,加速形变阶段,173.80589310798172,-9.01489310798172
5460,2024-06-10 21:50:00,164.877,False,False,0.13814870977251503,164.877,164.877,0.5160000000000764,0.3268333333333331,-0.0010277777777779468,2,加速形变阶段,173.83450201711918,-8.957502017119168
5461,2024-06-10 22:00:00,164.957,False,False,0.08728703946140905,164.957,164.957,0.4799999999999045,0.33433333333333337,-0.0003263888888888668,2,加速形变阶段,173.8631464233942,-8.906146423394205
5462,2024-06-10 22:10:00,165.232,False,False,1.6346481935548012,165.232,165.032,1.650000000000034,0.34858333333333275,-9.02777777778141e-05,2,加速形变阶段,173.89182632680675,-8.659826326806751
5463,2024-06-10 22:20:00,165.032,False,False,2.061795617036378,165.032,165.1,-1.1999999999999318,0.3160833333333339,-0.0033333333333332624,2,加速形变阶段,173.9205417273568,-8.888541727356795
5464,2024-06-10 22:30:00,165.1,False,False,0.007494341772210671,165.1,165.217,0.4079999999999018,0.27333333333333343,-0.011486111111111086,2,加速形变阶段,173.94929262504442,-8.849292625044427
5465,2024-06-10 22:40:00,165.217,False,False,0.3672227468263948,165.217,165.232,0.7020000000001119,0.32191666666666663,-0.003805555555555567,2,加速形变阶段,173.97807901986954,-8.761079019869527
5466,2024-06-10 22:50:00,165.452,False,False,1.1880234968054582,165.452,165.375,1.4099999999999113,0.3468333333333338,0.0012222222222223328,2,加速形变阶段,174.0069009118322,-8.554900911832192
5467,2024-06-10 23:00:00,165.448,False,False,0.5713333492034468,165.448,165.435,-0.023999999999944066,0.3275833333333343,-0.0034861111111109816,2,加速形变阶段,174.03575830093237,-8.587758300932364
5468,2024-06-10 23:10:00,165.435,False,False,0.6427500178540186,165.435,165.448,-0.07800000000003138,0.32124999999999915,-0.0038194444444445232,2,加速形变阶段,174.0646511871701,-8.629651187170111
5469,2024-06-10 23:20:00,165.375,False,False,1.110925956784768,165.375,165.452,-0.36000000000001364,0.31033333333333246,-0.0051250000000001945,2,加速形变阶段,174.09357957054536,-8.718579570545359
5470,2024-06-10 23:30:00,165.581,False,False,1.0577241455429562,165.581,165.494,1.2359999999999332,0.3079166666666661,-0.007159722222222262,2,加速形变阶段,174.12254345105814,-8.541543451058146
