编号,a_降雨量_mm,b_孔隙水压力_kPa,c_微震事件数,d_深部位移_mm,e_表面位移_mm,缺失标记_a_降雨量_mm,缺失标记_b_孔隙水压力_kPa,缺失标记_c_微震事件数,缺失标记_d_深部位移_mm,缺失标记_e_表面位移_mm,突变候选标记_b_孔隙水压力_kPa,突变候选标记_d_深部位移_mm,突变候选标记_e_表面位移_mm,a_原始缺失,a_补齐值,a_建模值,a_是否插补,b_原始缺失,b_补齐值,b_建模值,b_是否插补,c_原始缺失,c_补齐值,c_建模值,c_是否插补,d_原始缺失,d_补齐值,d_建模值,d_是否插补,e_原始缺失,e_补齐值,e_建模值,e_是否插补,a异常,b异常,c异常,d异常,e异常,异常变量数量,共同异常,异常变量编码
4861,0.0,81.11,4.0,28.834,104.852,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,81.11,81.11,False,False,4.0,4.0,False,False,28.834,28.834,False,False,104.852,104.852,False,False,False,False,False,False,0,False,
4862,0.4,79.83,0.0,,95.159,0,0,0,1,0,0,0,0,False,0.4,0.4,False,False,79.83,79.83,False,False,0.0,0.0,False,True,34.862500000000004,34.862500000000004,True,False,95.159,95.159,False,False,False,False,False,False,0,False,
4863,0.5,103.43,0.0,40.891,111.709,0,0,0,0,0,0,0,0,False,0.5,0.5,False,False,103.43,103.43,False,False,0.0,0.0,False,False,40.891,40.891,False,False,111.709,111.709,False,False,False,False,False,False,0,False,
4864,0.0,78.33,3.0,31.732,101.863,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,78.33,78.33,False,False,3.0,3.0,False,False,31.732,31.732,False,False,101.863,101.863,False,False,False,False,False,False,0,False,
4865,30.6,106.06,2.0,49.856,173.354,0,0,0,0,0,0,0,0,False,30.6,30.6,False,False,106.06,106.06,False,False,2.0,2.0,False,False,49.856,49.856,False,False,173.354,173.354,False,True,False,False,False,False,1,False,a
4866,0.0,94.33,1.0,,107.428,0,0,0,1,0,0,0,0,False,0.0,0.0,False,False,94.33,94.33,False,False,1.0,1.0,False,True,41.557,41.557,True,False,107.428,107.428,False,False,False,False,False,False,0,False,
4867,0.0,71.42,3.0,33.258,95.242,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,71.42,71.42,False,False,3.0,3.0,False,False,33.258,33.258,False,False,95.242,95.242,False,False,False,False,False,False,0,False,
4868,0.0,97.05,1.0,36.575,109.021,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,97.05,97.05,False,False,1.0,1.0,False,False,36.575,36.575,False,False,109.021,109.021,False,False,False,False,False,False,0,False,
4869,0.0,63.74,2.0,28.89,82.034,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,63.74,63.74,False,False,2.0,2.0,False,False,28.89,28.89,False,False,82.034,82.034,False,False,False,False,False,False,0,False,
4870,,89.97,1.0,37.779,105.979,1,0,0,0,0,0,0,0,True,0.1,0.1,True,False,89.97,89.97,False,False,1.0,1.0,False,False,37.779,37.779,False,False,105.979,105.979,False,False,False,False,False,False,0,False,
4871,0.5,,1.0,28.178,89.072,0,1,0,0,0,0,0,0,False,0.5,0.5,False,True,88.8733880171184,88.8733880171184,True,False,1.0,1.0,False,False,28.178,28.178,False,False,89.072,89.072,False,False,False,False,False,False,0,False,
4872,0.3,86.8,1.0,37.221,,0,0,0,0,1,0,0,0,False,0.3,0.3,False,False,86.8,86.8,False,False,1.0,1.0,False,False,37.221,37.221,False,True,93.161,93.161,True,False,False,False,False,False,0,False,
4873,0.2,84.4,0.0,35.551,97.25,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,84.4,84.4,False,False,0.0,0.0,False,False,35.551,35.551,False,False,97.25,97.25,False,False,False,False,False,False,0,False,
4874,0.3,82.28,1.0,31.012,94.258,0,0,0,0,0,0,0,0,False,0.3,0.3,False,False,82.28,82.28,False,False,1.0,1.0,False,False,31.012,31.012,False,False,94.258,94.258,False,False,False,False,False,False,0,False,
4875,0.0,90.98,1.0,,106.247,0,0,0,1,0,0,0,0,False,0.0,0.0,False,False,90.98,90.98,False,False,1.0,1.0,False,True,33.66785232833808,33.66785232833808,True,False,106.247,106.247,False,False,False,False,False,False,0,False,
4876,0.3,85.28,1.0,37.417,102.489,0,0,0,0,0,0,0,0,False,0.3,0.3,False,False,85.28,85.28,False,False,1.0,1.0,False,False,37.417,37.417,False,False,102.489,102.489,False,False,False,False,False,False,0,False,
4877,0.0,98.0,0.0,39.161,108.929,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,98.0,98.0,False,False,0.0,0.0,False,False,39.161,39.161,False,False,108.929,108.929,False,False,False,False,False,False,0,False,
4878,0.3,68.07,1.0,30.538,86.146,0,0,0,0,0,0,0,0,False,0.3,0.3,False,False,68.07,68.07,False,False,1.0,1.0,False,False,30.538,30.538,False,False,86.146,86.146,False,False,False,False,False,False,0,False,
4879,10.2,52.97,,22.25,96.093,0,0,1,0,0,0,0,0,False,10.2,10.2,False,False,52.97,52.97,False,True,0.0,0.0,True,False,22.25,22.25,False,False,96.093,96.093,False,False,False,False,False,False,0,False,
4880,0.2,78.95,0.0,28.575,89.181,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,78.95,78.95,False,False,0.0,0.0,False,False,28.575,28.575,False,False,89.181,89.181,False,False,False,False,False,False,0,False,
4881,0.4,65.3,2.0,26.776,86.236,0,0,0,0,0,0,0,0,False,0.4,0.4,False,False,65.3,65.3,False,False,2.0,2.0,False,False,26.776,26.776,False,False,86.236,86.236,False,False,False,False,False,False,0,False,
4882,15.5,100.09,0.0,46.814,140.457,0,0,0,0,0,0,0,0,False,15.5,15.5,False,False,100.09,100.09,False,False,0.0,0.0,False,False,46.814,46.814,False,False,140.457,140.457,False,False,False,False,False,False,0,False,
4883,6.2,,,36.633,114.882,0,1,1,0,0,0,0,0,False,6.2,6.2,False,True,91.81623790938403,91.81623790938403,True,True,1.0,1.0,True,False,36.633,36.633,False,False,114.882,114.882,False,False,False,False,False,False,0,False,
4884,0.0,78.78,3.0,29.684,,0,0,0,0,1,0,0,0,False,0.0,0.0,False,False,78.78,78.78,False,False,3.0,3.0,False,False,29.684,29.684,False,True,103.28427188614984,103.28427188614984,True,False,False,False,False,False,0,False,
4885,0.6,70.0,4.0,29.603,97.681,0,0,0,0,0,0,0,0,False,0.6,0.6,False,False,70.0,70.0,False,False,4.0,4.0,False,False,29.603,29.603,False,False,97.681,97.681,False,False,False,False,False,False,0,False,
4886,0.7,78.76,0.0,,,0,0,0,1,1,0,0,0,False,0.7,0.7,False,False,78.76,78.76,False,False,0.0,0.0,False,True,31.973533297957015,31.973533297957015,True,True,96.36869572022304,96.36869572022304,True,False,False,False,False,False,0,False,
4887,0.1,83.18,0.0,34.763,95.874,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,83.18,83.18,False,False,0.0,0.0,False,False,34.763,34.763,False,False,95.874,95.874,False,False,False,False,False,False,0,False,
4888,0.0,84.14,,35.307,100.544,0,0,1,0,0,0,0,0,False,0.0,0.0,False,False,84.14,84.14,False,True,1.0,1.0,True,False,35.307,35.307,False,False,100.544,100.544,False,False,False,False,False,False,0,False,
4889,0.0,77.17,1.0,33.045,96.96,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,77.17,77.17,False,False,1.0,1.0,False,False,33.045,33.045,False,False,96.96,96.96,False,False,False,False,False,False,0,False,
4890,,95.69,2.0,42.015,111.92,1,0,0,0,0,0,0,0,True,0.05,0.05,True,False,95.69,95.69,False,False,2.0,2.0,False,False,42.015,42.015,False,False,111.92,111.92,False,False,False,False,False,False,0,False,
4891,0.0,,1.0,37.146,104.308,0,1,0,0,0,0,0,0,False,0.0,0.0,False,True,86.93928170988086,86.93928170988086,True,False,1.0,1.0,False,False,37.146,37.146,False,False,104.308,104.308,False,False,False,False,False,False,0,False,
4892,14.4,74.99,1.0,32.798,112.564,0,0,0,0,0,0,0,0,False,14.4,14.4,False,False,74.99,74.99,False,False,1.0,1.0,False,False,32.798,32.798,False,False,112.564,112.564,False,False,False,False,False,False,0,False,
4893,0.2,70.09,2.0,25.426,87.585,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,70.09,70.09,False,False,2.0,2.0,False,False,25.426,25.426,False,False,87.585,87.585,False,False,False,False,False,False,0,False,
4894,0.0,64.86,1.0,26.69,81.177,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,64.86,64.86,False,False,1.0,1.0,False,False,26.69,26.69,False,False,81.177,81.177,False,False,False,False,False,False,0,False,
4895,0.0,59.82,0.0,22.203,,0,0,0,0,1,0,0,0,False,0.0,0.0,False,False,59.82,59.82,False,False,0.0,0.0,False,False,22.203,22.203,False,True,82.94200000000001,82.94200000000001,True,False,False,False,False,False,0,False,
4896,0.4,62.68,2.0,29.327,84.707,0,0,0,0,0,0,0,0,False,0.4,0.4,False,False,62.68,62.68,False,False,2.0,2.0,False,False,29.327,29.327,False,False,84.707,84.707,False,False,False,False,False,False,0,False,
4897,0.0,64.05,0.0,24.093,75.852,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,64.05,64.05,False,False,0.0,0.0,False,False,24.093,24.093,False,False,75.852,75.852,False,False,False,False,False,False,0,False,
4898,0.6,93.91,2.0,39.637,110.387,0,0,0,0,0,0,0,0,False,0.6,0.6,False,False,93.91,93.91,False,False,2.0,2.0,False,False,39.637,39.637,False,False,110.387,110.387,False,False,False,False,False,False,0,False,
4899,0.1,55.58,1.0,23.064,75.495,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,55.58,55.58,False,False,1.0,1.0,False,False,23.064,23.064,False,False,75.495,75.495,False,False,False,False,False,False,0,False,
4900,,84.52,1.0,33.277,99.021,1,0,0,0,0,0,0,0,True,0.2,0.2,True,False,84.52,84.52,False,False,1.0,1.0,False,False,33.277,33.277,False,False,99.021,99.021,False,False,False,False,False,False,0,False,
4901,0.0,78.53,1.0,34.515,92.557,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,78.53,78.53,False,False,1.0,1.0,False,False,34.515,34.515,False,False,92.557,92.557,False,False,False,False,False,False,0,False,
4902,0.3,89.98,3.0,39.03,109.519,0,0,0,0,0,0,0,0,False,0.3,0.3,False,False,89.98,89.98,False,False,3.0,3.0,False,False,39.03,39.03,False,False,109.519,109.519,False,False,False,False,False,False,0,False,
4903,2.9,107.45,,,121.699,0,0,1,1,0,0,0,0,False,2.9,2.9,False,False,107.45,107.45,False,True,2.0,2.0,True,True,31.887,31.887,True,False,121.699,121.699,False,False,False,False,False,False,0,False,
4904,0.1,57.74,2.0,24.744,77.732,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,57.74,57.74,False,False,2.0,2.0,False,False,24.744,24.744,False,False,77.732,77.732,False,False,False,False,False,False,0,False,
4905,0.0,89.76,,38.962,107.308,0,0,1,0,0,0,0,0,False,0.0,0.0,False,False,89.76,89.76,False,True,2.0,2.0,True,False,38.962,38.962,False,False,107.308,107.308,False,False,False,False,False,False,0,False,
4906,0.0,82.65,2.0,32.58,101.807,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,82.65,82.65,False,False,2.0,2.0,False,False,32.58,32.58,False,False,101.807,101.807,False,False,False,False,False,False,0,False,
4907,0.0,77.88,3.0,35.014,99.142,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,77.88,77.88,False,False,3.0,3.0,False,False,35.014,35.014,False,False,99.142,99.142,False,False,False,False,False,False,0,False,
4908,0.0,,0.0,36.811,102.004,0,1,0,0,0,0,0,0,False,0.0,0.0,False,True,88.04,88.04,True,False,0.0,0.0,False,False,36.811,36.811,False,False,102.004,102.004,False,False,False,False,False,False,0,False,
4909,0.1,98.2,3.0,41.079,121.092,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,98.2,98.2,False,False,3.0,3.0,False,False,41.079,41.079,False,False,121.092,121.092,False,False,False,False,False,False,0,False,
4910,0.2,71.05,3.0,30.289,93.55,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,71.05,71.05,False,False,3.0,3.0,False,False,30.289,30.289,False,False,93.55,93.55,False,False,False,False,False,False,0,False,
4911,0.1,,,26.3,,0,1,1,0,1,0,0,0,False,0.1,0.1,False,True,60.1850250893009,60.1850250893009,True,True,1.0,1.0,True,False,26.3,26.3,False,True,78.10519933549826,78.10519933549826,True,False,False,False,False,False,0,False,
4912,0.0,55.7,0.0,21.066,71.041,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,55.7,55.7,False,False,0.0,0.0,False,False,21.066,21.066,False,False,71.041,71.041,False,False,False,False,False,False,0,False,
4913,0.0,100.65,1.0,42.483,113.912,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,100.65,100.65,False,False,1.0,1.0,False,False,42.483,42.483,False,False,113.912,113.912,False,False,False,False,False,False,0,False,
4914,0.4,,,26.35,83.768,0,1,1,0,0,0,0,0,False,0.4,0.4,False,True,89.37134095634096,89.37134095634096,True,True,1.0,1.0,True,False,26.35,26.35,False,False,83.768,83.768,False,False,False,False,False,False,0,False,
4915,0.0,75.24,2.0,33.206,96.195,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,75.24,75.24,False,False,2.0,2.0,False,False,33.206,33.206,False,False,96.195,96.195,False,False,False,False,False,False,0,False,
4916,0.0,71.28,0.0,32.02,88.657,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,71.28,71.28,False,False,0.0,0.0,False,False,32.02,32.02,False,False,88.657,88.657,False,False,False,False,False,False,0,False,
4917,12.0,81.76,1.0,,,0,0,0,1,1,0,0,0,False,12.0,12.0,False,False,81.76,81.76,False,False,1.0,1.0,False,True,30.47046303466497,30.47046303466497,True,True,91.09705853846441,91.09705853846441,True,False,False,False,False,False,0,False,
4918,0.5,78.92,1.0,29.527,95.77,0,0,0,0,0,0,0,0,False,0.5,0.5,False,False,78.92,78.92,False,False,1.0,1.0,False,False,29.527,29.527,False,False,95.77,95.77,False,False,False,False,False,False,0,False,
4919,0.5,81.46,2.0,35.121,101.384,0,0,0,0,0,0,0,0,False,0.5,0.5,False,False,81.46,81.46,False,False,2.0,2.0,False,False,35.121,35.121,False,False,101.384,101.384,False,False,False,False,False,False,0,False,
4920,0.2,81.35,0.0,33.348,96.359,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,81.35,81.35,False,False,0.0,0.0,False,False,33.348,33.348,False,False,96.359,96.359,False,False,False,False,False,False,0,False,
4921,0.0,90.5,0.0,39.038,102.878,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,90.5,90.5,False,False,0.0,0.0,False,False,39.038,39.038,False,False,102.878,102.878,False,False,False,False,False,False,0,False,
4922,0.0,84.21,2.0,36.718,104.355,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,84.21,84.21,False,False,2.0,2.0,False,False,36.718,36.718,False,False,104.355,104.355,False,False,False,False,False,False,0,False,
4923,0.0,84.43,2.0,32.521,101.645,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,84.43,84.43,False,False,2.0,2.0,False,False,32.521,32.521,False,False,101.645,101.645,False,False,False,False,False,False,0,False,
4924,0.0,77.04,2.0,33.104,100.098,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,77.04,77.04,False,False,2.0,2.0,False,False,33.104,33.104,False,False,100.098,100.098,False,False,False,False,False,False,0,False,
4925,10.7,94.01,1.0,40.401,123.548,0,0,0,0,0,0,0,0,False,10.7,10.7,False,False,94.01,94.01,False,False,1.0,1.0,False,False,40.401,40.401,False,False,123.548,123.548,False,False,False,False,False,False,0,False,
4926,0.2,78.71,1.0,27.474,91.234,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,78.71,78.71,False,False,1.0,1.0,False,False,27.474,27.474,False,False,91.234,91.234,False,False,False,False,False,False,0,False,
4927,0.0,87.22,4.0,38.6,110.643,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,87.22,87.22,False,False,4.0,4.0,False,False,38.6,38.6,False,False,110.643,110.643,False,False,False,False,False,False,0,False,
4928,8.0,91.45,2.0,40.629,,0,0,0,0,1,0,0,0,False,8.0,8.0,False,False,91.45,91.45,False,False,2.0,2.0,False,False,40.629,40.629,False,True,112.17520623332547,112.17520623332547,True,False,False,False,False,False,0,False,
4929,0.7,93.19,3.0,37.399,112.648,0,0,0,0,0,0,0,0,False,0.7,0.7,False,False,93.19,93.19,False,False,3.0,3.0,False,False,37.399,37.399,False,False,112.648,112.648,False,False,False,False,False,False,0,False,
4930,0.0,86.19,3.0,36.501,,0,0,0,0,1,0,0,0,False,0.0,0.0,False,False,86.19,86.19,False,False,3.0,3.0,False,False,36.501,36.501,False,True,95.82199999999999,95.82199999999999,True,False,False,False,False,False,0,False,
4931,0.9,63.18,1.0,27.351,78.996,0,0,0,0,0,0,0,0,False,0.9,0.9,False,False,63.18,63.18,False,False,1.0,1.0,False,False,27.351,27.351,False,False,78.996,78.996,False,False,False,False,False,False,0,False,
4932,6.9,79.08,,36.894,108.052,0,0,1,0,0,0,0,0,False,6.9,6.9,False,False,79.08,79.08,False,True,2.0,2.0,True,False,36.894,36.894,False,False,108.052,108.052,False,False,False,False,False,False,0,False,
4933,0.2,82.75,1.0,36.288,96.599,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,82.75,82.75,False,False,1.0,1.0,False,False,36.288,36.288,False,False,96.599,96.599,False,False,False,False,False,False,0,False,
4934,0.2,76.09,1.0,27.565,89.355,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,76.09,76.09,False,False,1.0,1.0,False,False,27.565,27.565,False,False,89.355,89.355,False,False,False,False,False,False,0,False,
4935,0.0,71.81,2.0,29.869,89.839,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,71.81,71.81,False,False,2.0,2.0,False,False,29.869,29.869,False,False,89.839,89.839,False,False,False,False,False,False,0,False,
4936,0.9,74.8,2.0,27.572,93.692,0,0,0,0,0,0,0,0,False,0.9,0.9,False,False,74.8,74.8,False,False,2.0,2.0,False,False,27.572,27.572,False,False,93.692,93.692,False,False,False,False,False,False,0,False,
4937,0.0,79.13,0.0,34.186,92.49,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,79.13,79.13,False,False,0.0,0.0,False,False,34.186,34.186,False,False,92.49,92.49,False,False,False,False,False,False,0,False,
4938,6.5,77.57,2.0,38.15,113.756,0,0,0,0,0,0,0,0,False,6.5,6.5,False,False,77.57,77.57,False,False,2.0,2.0,False,False,38.15,38.15,False,False,113.756,113.756,False,False,False,False,False,False,0,False,
4939,0.4,89.68,3.0,36.841,111.031,0,0,0,0,0,0,0,0,False,0.4,0.4,False,False,89.68,89.68,False,False,3.0,3.0,False,False,36.841,36.841,False,False,111.031,111.031,False,False,False,False,False,False,0,False,
4940,0.0,95.99,,39.191,110.846,0,0,1,0,0,0,0,0,False,0.0,0.0,False,False,95.99,95.99,False,True,1.0,1.0,True,False,39.191,39.191,False,False,110.846,110.846,False,False,False,False,False,False,0,False,
4941,0.0,90.34,1.0,37.025,102.317,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,90.34,90.34,False,False,1.0,1.0,False,False,37.025,37.025,False,False,102.317,102.317,False,False,False,False,False,False,0,False,
4942,14.7,101.11,0.0,47.9,141.267,0,0,0,0,0,0,0,0,False,14.7,14.7,False,False,101.11,101.11,False,False,0.0,0.0,False,False,47.9,47.9,False,False,141.267,141.267,False,False,False,False,False,False,0,False,
4943,0.0,94.23,1.0,39.527,109.773,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,94.23,94.23,False,False,1.0,1.0,False,False,39.527,39.527,False,False,109.773,109.773,False,False,False,False,False,False,0,False,
4944,0.0,77.53,3.0,30.284,96.089,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,77.53,77.53,False,False,3.0,3.0,False,False,30.284,30.284,False,False,96.089,96.089,False,False,False,False,False,False,0,False,
4945,0.8,73.94,3.0,27.127,89.665,0,0,0,0,0,0,0,0,False,0.8,0.8,False,False,73.94,73.94,False,False,3.0,3.0,False,False,27.127,27.127,False,False,89.665,89.665,False,False,False,False,False,False,0,False,
4946,0.0,95.27,2.0,38.348,113.036,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,95.27,95.27,False,False,2.0,2.0,False,False,38.348,38.348,False,False,113.036,113.036,False,False,False,False,False,False,0,False,
4947,0.3,83.09,0.0,30.302,92.033,0,0,0,0,0,0,0,0,False,0.3,0.3,False,False,83.09,83.09,False,False,0.0,0.0,False,False,30.302,30.302,False,False,92.033,92.033,False,False,False,False,False,False,0,False,
4948,2.8,91.85,0.0,35.606,106.318,0,0,0,0,0,0,0,0,False,2.8,2.8,False,False,91.85,91.85,False,False,0.0,0.0,False,False,35.606,35.606,False,False,106.318,106.318,False,False,False,False,False,False,0,False,
4949,0.0,85.61,1.0,33.711,98.965,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,85.61,85.61,False,False,1.0,1.0,False,False,33.711,33.711,False,False,98.965,98.965,False,False,False,False,False,False,0,False,
4950,,84.15,3.0,37.687,,1,0,0,0,1,0,0,0,True,0.3,0.3,True,False,84.15,84.15,False,False,3.0,3.0,False,False,37.687,37.687,False,True,103.6705,103.6705,True,False,False,False,False,False,0,False,
4951,,81.7,4.0,36.341,108.376,1,0,0,0,0,0,0,0,True,0.1,0.1,True,False,81.7,81.7,False,False,4.0,4.0,False,False,36.341,36.341,False,False,108.376,108.376,False,False,False,False,False,False,0,False,
4952,0.5,65.42,1.0,25.334,82.054,0,0,0,0,0,0,0,0,False,0.5,0.5,False,False,65.42,65.42,False,False,1.0,1.0,False,False,25.334,25.334,False,False,82.054,82.054,False,False,False,False,False,False,0,False,
4953,0.0,60.54,2.0,23.036,79.634,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,60.54,60.54,False,False,2.0,2.0,False,False,23.036,23.036,False,False,79.634,79.634,False,False,False,False,False,False,0,False,
4954,0.1,77.14,4.0,31.963,98.324,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,77.14,77.14,False,False,4.0,4.0,False,False,31.963,31.963,False,False,98.324,98.324,False,False,False,False,False,False,0,False,
4955,0.4,95.01,,36.626,107.504,0,0,1,0,0,0,0,0,False,0.4,0.4,False,False,95.01,95.01,False,True,2.0,2.0,True,False,36.626,36.626,False,False,107.504,107.504,False,False,False,False,False,False,0,False,
4956,1.1,,1.0,35.422,100.985,0,1,0,0,0,0,0,0,False,1.1,1.1,False,True,87.54229793542719,87.54229793542719,True,False,1.0,1.0,False,False,35.422,35.422,False,False,100.985,100.985,False,False,False,False,False,False,0,False,
4957,0.3,78.99,1.0,27.33,92.75,0,0,0,0,0,0,0,0,False,0.3,0.3,False,False,78.99,78.99,False,False,1.0,1.0,False,False,27.33,27.33,False,False,92.75,92.75,False,False,False,False,False,False,0,False,
4958,0.8,77.62,4.0,32.279,99.703,0,0,0,0,0,0,0,0,False,0.8,0.8,False,False,77.62,77.62,False,False,4.0,4.0,False,False,32.279,32.279,False,False,99.703,99.703,False,False,False,False,False,False,0,False,
4959,2.0,84.76,1.0,34.116,103.475,0,0,0,0,0,0,0,0,False,2.0,2.0,False,False,84.76,84.76,False,False,1.0,1.0,False,False,34.116,34.116,False,False,103.475,103.475,False,False,False,False,False,False,0,False,
4960,0.0,85.89,0.0,35.13,99.177,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,85.89,85.89,False,False,0.0,0.0,False,False,35.13,35.13,False,False,99.177,99.177,False,False,False,False,False,False,0,False,
4961,0.4,59.63,2.0,24.012,80.251,0,0,0,0,0,0,0,0,False,0.4,0.4,False,False,59.63,59.63,False,False,2.0,2.0,False,False,24.012,24.012,False,False,80.251,80.251,False,False,False,False,False,False,0,False,
4962,,86.03,5.0,38.239,114.536,1,0,0,0,0,0,0,0,True,0.4,0.4,True,False,86.03,86.03,False,False,5.0,5.0,False,False,38.239,38.239,False,False,114.536,114.536,False,False,False,False,False,False,0,False,
4963,7.0,86.19,0.0,37.497,110.471,0,0,0,0,0,0,0,0,False,7.0,7.0,False,False,86.19,86.19,False,False,0.0,0.0,False,False,37.497,37.497,False,False,110.471,110.471,False,False,False,False,False,False,0,False,
4964,0.0,,3.0,27.194,80.444,0,1,0,0,0,0,0,0,False,0.0,0.0,False,True,80.29499999999999,80.29499999999999,True,False,3.0,3.0,False,False,27.194,27.194,False,False,80.444,80.444,False,False,False,False,False,False,0,False,
4965,0.4,74.4,0.0,30.059,87.42,0,0,0,0,0,0,0,0,False,0.4,0.4,False,False,74.4,74.4,False,False,0.0,0.0,False,False,30.059,30.059,False,False,87.42,87.42,False,False,False,False,False,False,0,False,
4966,1.0,91.07,0.0,36.258,104.239,0,0,0,0,0,0,0,0,False,1.0,1.0,False,False,91.07,91.07,False,False,0.0,0.0,False,False,36.258,36.258,False,False,104.239,104.239,False,False,False,False,False,False,0,False,
4967,0.0,82.78,1.0,36.372,102.648,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,82.78,82.78,False,False,1.0,1.0,False,False,36.372,36.372,False,False,102.648,102.648,False,False,False,False,False,False,0,False,
4968,,84.15,0.0,35.919,97.476,1,0,0,0,0,0,0,0,True,0.2,0.2,True,False,84.15,84.15,False,False,0.0,0.0,False,False,35.919,35.919,False,False,97.476,97.476,False,False,False,False,False,False,0,False,
4969,0.0,100.4,0.0,43.478,114.199,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,100.4,100.4,False,False,0.0,0.0,False,False,43.478,43.478,False,False,114.199,114.199,False,False,False,False,False,False,0,False,
4970,0.4,95.29,2.0,37.666,111.484,0,0,0,0,0,0,0,0,False,0.4,0.4,False,False,95.29,95.29,False,False,2.0,2.0,False,False,37.666,37.666,False,False,111.484,111.484,False,False,False,False,False,False,0,False,
4971,0.0,73.83,2.0,30.444,90.753,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,73.83,73.83,False,False,2.0,2.0,False,False,30.444,30.444,False,False,90.753,90.753,False,False,False,False,False,False,0,False,
4972,0.0,,0.0,33.92,97.425,0,1,0,0,0,0,0,0,False,0.0,0.0,False,True,77.44787334593572,77.44787334593572,True,False,0.0,0.0,False,False,33.92,33.92,False,False,97.425,97.425,False,False,False,False,False,False,0,False,
4973,0.0,84.55,0.0,36.41,98.797,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,84.55,84.55,False,False,0.0,0.0,False,False,36.41,36.41,False,False,98.797,98.797,False,False,False,False,False,False,0,False,
4974,7.0,93.72,0.0,42.962,116.016,0,0,0,0,0,0,0,0,False,7.0,7.0,False,False,93.72,93.72,False,False,0.0,0.0,False,False,42.962,42.962,False,False,116.016,116.016,False,False,False,False,False,False,0,False,
4975,0.1,95.47,2.0,40.476,113.152,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,95.47,95.47,False,False,2.0,2.0,False,False,40.476,40.476,False,False,113.152,113.152,False,False,False,False,False,False,0,False,
4976,0.2,83.03,0.0,35.445,,0,0,0,0,1,0,0,0,False,0.2,0.2,False,False,83.03,83.03,False,False,0.0,0.0,False,False,35.445,35.445,False,True,109.46161980451062,109.46161980451062,True,False,False,False,False,False,0,False,
4977,0.0,109.66,1.0,49.079,,0,0,0,0,1,0,0,0,False,0.0,0.0,False,False,109.66,109.66,False,False,1.0,1.0,False,False,49.079,49.079,False,True,104.46522958372798,104.46522958372798,True,False,False,False,False,False,0,False,
4978,0.0,81.23,1.0,32.983,96.515,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,81.23,81.23,False,False,1.0,1.0,False,False,32.983,32.983,False,False,96.515,96.515,False,False,False,False,False,False,0,False,
4979,0.0,52.11,3.0,20.41,73.277,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,52.11,52.11,False,False,3.0,3.0,False,False,20.41,20.41,False,False,73.277,73.277,False,False,False,False,False,False,0,False,
