编号,a_降雨量_mm,b_孔隙水压力_kPa,c_微震事件数,d_深部位移_mm,e_表面位移_mm,缺失标记_a_降雨量_mm,缺失标记_b_孔隙水压力_kPa,缺失标记_c_微震事件数,缺失标记_d_深部位移_mm,缺失标记_e_表面位移_mm,突变候选标记_b_孔隙水压力_kPa,突变候选标记_d_深部位移_mm,a_原始缺失,a_补齐值,a_建模值,a_是否插补,b_原始缺失,b_补齐值,b_建模值,b_是否插补,c_原始缺失,c_补齐值,c_建模值,c_是否插补,d_原始缺失,d_补齐值,d_建模值,d_是否插补,e_原始缺失,e_补齐值,e_建模值,e_是否插补,e_表面位移估计值_mm
2715,8.3,,1.0,29.727,,0,1,0,0,1,0,0,False,8.3,8.3,False,True,62.09,62.09,True,False,1.0,1.0,False,False,29.727,29.727,False,True,,,True,94.34059342046254
2716,3.5,64.58,1.0,29.314,,0,0,0,0,1,0,0,False,3.5,3.5,False,False,64.58,64.58,False,False,1.0,1.0,False,False,29.314,29.314,False,True,,,True,88.84499543231385
2717,0.0,63.4,,27.739,,0,0,1,0,1,0,0,False,0.0,0.0,False,False,63.4,63.4,False,True,1.0,1.0,True,False,27.739,27.739,False,True,,,True,82.0433404467386
2718,0.0,64.77,2.0,25.818,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,64.77,64.77,False,False,2.0,2.0,False,False,25.818,25.818,False,True,,,True,83.04217655236641
2719,,67.24,2.0,28.451,,1,0,0,0,1,0,0,True,0.2,0.2,True,False,67.24,67.24,False,False,2.0,2.0,False,False,28.451,28.451,False,True,,,True,87.17927584157339
2720,0.0,66.21,1.0,25.673,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,66.21,66.21,False,False,1.0,1.0,False,False,25.673,25.673,False,True,,,True,81.43398394039315
2721,7.7,70.59,,31.255,,0,0,1,0,1,0,0,False,7.7,7.7,False,False,70.59,70.59,False,True,2.0,2.0,True,False,31.255,31.255,False,True,,,True,101.60875588641773
2722,0.4,69.61,,31.7,,0,0,1,0,1,0,0,False,0.4,0.4,False,False,69.61,69.61,False,True,2.0,2.0,True,False,31.7,31.7,False,True,,,True,91.8755010407233
2723,0.0,67.3,2.0,24.967,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,67.3,67.3,False,False,2.0,2.0,False,False,24.967,24.967,False,True,,,True,83.49330547186618
2724,,66.1,1.0,24.137,,1,0,0,0,1,0,0,True,0.0,0.0,True,False,66.1,66.1,False,False,1.0,1.0,False,False,24.137,24.137,False,True,,,True,79.85597304696356
2725,0.0,65.72,2.0,27.49,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,65.72,65.72,False,False,2.0,2.0,False,False,27.49,27.49,False,True,,,True,85.18462914445348
2726,0.0,65.52,1.0,27.231,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,65.52,65.52,False,False,1.0,1.0,False,False,27.231,27.231,False,True,,,True,82.6245484050343
2727,0.0,64.59,2.0,28.92,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,64.59,64.59,False,False,2.0,2.0,False,False,28.92,28.92,False,True,,,True,86.02329873275197
2728,0.0,63.91,0.0,25.223,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,63.91,63.91,False,False,0.0,0.0,False,False,25.223,25.223,False,True,,,True,77.61041566907582
2729,0.3,63.67,0.0,26.574,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,63.67,63.67,False,False,0.0,0.0,False,False,26.574,26.574,False,True,,,True,79.22361301429805
2730,0.0,64.07,1.0,25.215,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,64.07,64.07,False,False,1.0,1.0,False,False,25.215,25.215,False,True,,,True,79.88551307213429
2731,1.8,61.29,0.0,25.232,,0,0,0,0,1,0,0,False,1.8,1.8,False,False,61.29,61.29,False,False,0.0,0.0,False,False,25.232,25.232,False,True,,,True,78.66413839426913
2732,0.0,61.98,0.0,31.241,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,61.98,61.98,False,False,0.0,0.0,False,False,31.241,31.241,False,True,,,True,82.58524902676032
2733,1.0,61.34,0.0,26.487,,0,0,0,0,1,0,0,False,1.0,1.0,False,False,61.34,61.34,False,False,0.0,0.0,False,False,26.487,26.487,False,True,,,True,78.87303178702241
2734,0.6,61.78,0.0,28.488,,0,0,0,0,1,0,0,False,0.6,0.6,False,False,61.78,61.78,False,False,0.0,0.0,False,False,28.488,28.488,False,True,,,True,80.55052157645379
2735,0.4,61.42,1.0,,,0,0,0,1,1,0,0,False,0.4,0.4,False,False,61.42,61.42,False,False,1.0,1.0,False,True,24.607,24.607,True,True,,,True,78.45755942117374
2736,0.0,58.63,1.0,20.726,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,58.63,58.63,False,False,1.0,1.0,False,False,20.726,20.726,False,True,,,True,72.65534116161773
2737,0.0,58.18,2.0,25.301,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,58.18,58.18,False,False,2.0,2.0,False,False,25.301,25.301,False,True,,,True,79.1588437720459
2738,25.8,71.61,0.0,35.604,,0,0,0,0,1,1,0,False,25.8,25.8,False,False,71.61,71.61,False,False,0.0,0.0,False,False,35.604,35.604,False,True,,,True,126.02006356102589
2739,0.0,71.25,1.0,31.682,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,71.25,71.25,False,False,1.0,1.0,False,False,31.682,31.682,False,True,,,True,89.96542339189115
2740,0.0,70.4,3.0,26.355,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,70.4,70.4,False,False,3.0,3.0,False,False,26.355,26.355,False,True,,,True,88.65540773006383
2741,0.0,69.28,1.0,29.357,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,69.28,69.28,False,False,1.0,1.0,False,False,29.357,29.357,False,True,,,True,86.65424933076709
2742,0.0,70.12,1.0,30.062,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,70.12,70.12,False,False,1.0,1.0,False,False,30.062,30.062,False,True,,,True,87.78240855083526
2743,0.0,68.31,1.0,30.834,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,68.31,68.31,False,False,1.0,1.0,False,False,30.834,30.834,False,True,,,True,87.62133101782943
2744,0.0,69.32,1.0,26.498,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,69.32,69.32,False,False,1.0,1.0,False,False,26.498,26.498,False,True,,,True,83.84225380609114
2745,12.6,75.9,1.0,34.822,,0,0,0,0,1,0,0,False,12.6,12.6,False,False,75.9,75.9,False,False,1.0,1.0,False,False,34.822,34.822,False,True,,,True,112.1505135360348
2746,0.0,74.08,1.0,31.131,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,74.08,74.08,False,False,1.0,1.0,False,False,31.131,31.131,False,True,,,True,90.86723299279265
2747,10.0,78.85,0.0,34.776,,0,0,0,0,1,0,0,False,10.0,10.0,False,False,78.85,78.85,False,False,0.0,0.0,False,False,34.776,34.776,False,True,,,True,107.96773893421731
2748,0.3,79.24,1.0,33.314,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,79.24,79.24,False,False,1.0,1.0,False,False,33.314,33.314,False,True,,,True,96.0670909726588
2749,19.0,88.04,2.0,40.522,,0,0,0,0,1,0,0,False,19.0,19.0,False,False,88.04,88.04,False,False,2.0,2.0,False,False,40.522,40.522,False,True,,,True,134.68928543255066
2750,0.0,87.0,,34.763,,0,0,1,0,1,0,0,False,0.0,0.0,False,False,87.0,87.0,False,True,1.0,1.0,True,False,34.763,34.763,False,True,,,True,101.0747755472882
2751,0.7,86.68,3.0,37.177,,0,0,0,0,1,0,0,False,0.7,0.7,False,False,86.68,86.68,False,False,3.0,3.0,False,False,37.177,37.177,False,True,,,True,108.63254593400713
2752,0.1,85.9,0.0,38.321,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,85.9,85.9,False,False,0.0,0.0,False,False,38.321,38.321,False,True,,,True,101.9683652443457
2753,0.0,83.19,,32.066,,0,0,1,0,1,0,0,False,0.0,0.0,False,False,83.19,83.19,False,True,2.0,2.0,True,False,32.066,32.066,False,True,,,True,98.65497272679265
2754,0.2,,1.0,35.797,,0,1,0,0,1,0,0,False,0.2,0.2,False,True,83.785,83.785,True,False,1.0,1.0,False,False,35.797,35.797,False,True,,,True,100.71954234306095
2755,4.8,84.38,,36.465,,0,0,1,0,1,0,0,False,4.8,4.8,False,False,84.38,84.38,False,True,1.0,1.0,True,False,36.465,36.465,False,True,,,True,107.78090487030069
2756,0.0,83.12,3.0,36.662,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,83.12,83.12,False,False,3.0,3.0,False,False,36.662,36.662,False,True,,,True,105.3736704155849
2757,5.0,86.07,1.0,35.974,,0,0,0,0,1,0,0,False,5.0,5.0,False,False,86.07,86.07,False,False,1.0,1.0,False,False,35.974,35.974,False,True,,,True,108.42399560018885
2758,0.0,84.76,2.0,35.546,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,84.76,84.76,False,False,2.0,2.0,False,False,35.546,35.546,False,True,,,True,102.90580291358197
2759,0.0,83.92,1.0,36.407,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,83.92,83.92,False,False,1.0,1.0,False,False,36.407,36.407,False,True,,,True,101.12793057700753
2760,0.0,81.4,0.0,34.193,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,81.4,81.4,False,False,0.0,0.0,False,False,34.193,34.193,False,True,,,True,95.44419731673119
2761,,82.49,0.0,36.95,,1,0,0,0,1,0,0,True,0.0,0.0,True,False,82.49,82.49,False,False,0.0,0.0,False,False,36.95,36.95,False,True,,,True,98.73319437513575
2762,,84.3,2.0,36.134,,1,0,0,0,1,0,0,True,0.0,0.0,True,False,84.3,84.3,False,False,2.0,2.0,False,False,36.134,36.134,False,True,,,True,103.25302978634961
2763,0.0,82.82,0.0,30.866,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,82.82,82.82,False,False,0.0,0.0,False,False,30.866,30.866,False,True,,,True,92.87448937717633
2764,0.0,79.4,,33.725,,0,0,1,0,1,0,0,False,0.0,0.0,False,False,79.4,79.4,False,True,0.0,0.0,True,False,33.725,33.725,False,True,,,True,93.95743666884128
2765,0.0,,0.0,,,0,1,0,1,1,0,0,False,0.0,0.0,False,True,78.81084318109231,78.81084318109231,True,False,0.0,0.0,False,True,33.31903745124077,33.31903745124077,True,True,,,True,93.25385821252773
2766,0.4,78.61,1.0,32.254,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,78.61,78.61,False,False,1.0,1.0,False,False,32.254,32.254,False,True,,,True,94.82715770833573
2767,0.5,78.64,,28.655,,0,0,1,0,1,0,0,False,0.5,0.5,False,False,78.64,78.64,False,True,1.0,1.0,True,False,28.655,28.655,False,True,,,True,91.40942079899656
2768,0.0,,1.0,34.924,,0,1,0,0,1,0,0,False,0.0,0.0,False,True,77.26496402877699,77.26496402877699,True,False,1.0,1.0,False,False,34.924,34.924,False,True,,,True,96.25429661262177
2769,0.0,75.88,1.0,31.123,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,75.88,75.88,False,False,1.0,1.0,False,False,31.123,31.123,False,True,,,True,91.78010218012999
2770,0.0,,1.0,33.02,,0,1,0,0,1,0,0,False,0.0,0.0,False,True,75.87060739979445,75.87060739979445,True,False,1.0,1.0,False,False,33.02,33.02,False,True,,,True,93.65468601327524
2771,,75.86,1.0,33.275,,1,0,0,0,1,0,0,True,0.0,0.0,True,False,75.86,75.86,False,False,1.0,1.0,False,False,33.275,33.275,False,True,,,True,93.90189240155273
2772,0.0,74.56,0.0,33.034,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,74.56,74.56,False,False,0.0,0.0,False,False,33.034,33.034,False,True,,,True,90.79693654902172
2773,0.4,74.22,0.0,29.561,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,74.22,74.22,False,False,0.0,0.0,False,False,29.561,29.561,False,True,,,True,87.71226777701548
2774,0.7,,2.0,31.925,,0,1,0,0,1,0,0,False,0.7,0.7,False,True,78.00959244021601,78.00959244021601,True,False,2.0,2.0,False,False,31.925,31.925,False,True,,,True,96.79275905082235
2775,19.5,81.87,2.0,37.482,,0,0,0,0,1,0,0,False,19.5,19.5,False,False,81.87,81.87,False,False,2.0,2.0,False,False,37.482,37.482,False,True,,,True,129.18374848766314
2776,0.0,81.95,1.0,37.943,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,81.95,81.95,False,False,1.0,1.0,False,False,37.943,37.943,False,True,,,True,101.64191178858421
2777,1.1,80.22,1.0,35.348,,0,0,0,0,1,0,0,False,1.1,1.1,False,False,80.22,80.22,False,False,1.0,1.0,False,False,35.348,35.348,False,True,,,True,99.64356249618639
2778,0.4,80.05,0.0,28.884,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,80.05,80.05,False,False,0.0,0.0,False,False,28.884,28.884,False,True,,,True,90.02390533089759
2779,0.0,80.34,0.0,33.454,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,80.34,80.34,False,False,0.0,0.0,False,False,33.454,33.454,False,True,,,True,94.16981214468206
2780,0.0,80.51,3.0,33.84,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,80.51,80.51,False,False,3.0,3.0,False,False,33.84,33.84,False,True,,,True,101.24271665164459
2781,0.0,80.23,1.0,33.381,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,80.23,80.23,False,False,1.0,1.0,False,False,33.381,33.381,False,True,,,True,96.24239375677983
2782,4.5,81.7,0.0,36.221,,0,0,0,0,1,0,0,False,4.5,4.5,False,False,81.7,81.7,False,False,0.0,0.0,False,False,36.221,36.221,False,True,,,True,103.56952169341216
2783,0.6,79.28,1.0,32.39,,0,0,0,0,1,0,0,False,0.6,0.6,False,False,79.28,79.28,False,False,1.0,1.0,False,False,32.39,32.39,False,True,,,True,95.56964371330938
2784,6.2,83.86,1.0,37.752,,0,0,0,0,1,0,0,False,6.2,6.2,False,False,83.86,83.86,False,False,1.0,1.0,False,False,37.752,37.752,False,True,,,True,110.64500710229314
2785,14.0,86.01,2.0,,,0,0,0,1,1,0,0,False,14.0,14.0,False,False,86.01,86.01,False,False,2.0,2.0,False,True,38.887102805401234,38.887102805401234,True,True,,,True,125.40590747342276
2786,0.2,86.3,2.0,39.289,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,86.3,86.3,False,False,2.0,2.0,False,False,39.289,39.289,False,True,,,True,107.6668531513888
2787,1.8,85.78,3.0,35.315,,0,0,0,0,1,0,0,False,1.8,1.8,False,False,85.78,85.78,False,False,3.0,3.0,False,False,35.315,35.315,False,True,,,True,107.78498038813855
2788,8.8,89.11,0.0,38.6,,0,0,0,0,1,0,0,False,8.8,8.8,False,False,89.11,89.11,False,False,0.0,0.0,False,False,38.6,38.6,False,True,,,True,115.41471910992512
2789,0.4,87.44,,36.158,,0,0,1,0,1,0,0,False,0.4,0.4,False,False,87.44,87.44,False,True,2.0,2.0,True,False,36.158,36.158,False,True,,,True,105.41309909411129
2790,0.0,85.8,3.0,36.81,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,85.8,85.8,False,False,3.0,3.0,False,False,36.81,36.81,False,True,,,True,106.89125773497302
2791,0.0,86.0,3.0,36.055,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,86.0,86.0,False,False,3.0,3.0,False,False,36.055,36.055,False,True,,,True,106.24557754551402
2792,4.2,88.18,1.0,41.675,,0,0,0,0,1,0,0,False,4.2,4.2,False,False,88.18,88.18,False,False,1.0,1.0,False,False,41.675,41.675,False,True,,,True,114.09141187357483
2793,1.0,87.63,1.0,37.989,,0,0,0,0,1,0,0,False,1.0,1.0,False,False,87.63,87.63,False,False,1.0,1.0,False,False,37.989,37.989,False,True,,,True,105.91814560339722
2794,0.0,87.17,0.0,34.939,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,87.17,87.17,False,False,0.0,0.0,False,False,34.939,34.939,False,True,,,True,99.13493086834363
2795,0.8,86.72,1.0,35.607,,0,0,0,0,1,0,0,False,0.8,0.8,False,False,86.72,86.72,False,False,1.0,1.0,False,False,35.607,35.607,False,True,,,True,102.82773834337273
2796,3.7,88.4,1.0,38.709,,0,0,0,0,1,0,0,False,3.7,3.7,False,False,88.4,88.4,False,False,1.0,1.0,False,False,38.709,38.709,False,True,,,True,110.60296852977271
2797,0.2,86.11,2.0,38.985,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,86.11,86.11,False,False,2.0,2.0,False,False,38.985,38.985,False,True,,,True,107.2684804056443
2798,0.0,85.74,1.0,35.339,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,85.74,85.74,False,False,1.0,1.0,False,False,35.339,35.339,False,True,,,True,101.00087164025165
2799,16.0,94.22,1.0,42.821,,0,0,0,0,1,0,0,False,16.0,16.0,False,False,94.22,94.22,False,False,1.0,1.0,False,False,42.821,42.821,False,True,,,True,133.95203911647906
2800,0.0,93.49,4.0,38.687,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,93.49,93.49,False,False,4.0,4.0,False,False,38.687,38.687,False,True,,,True,114.88584725639338
2801,0.0,91.15,1.0,32.781,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,91.15,91.15,False,False,1.0,1.0,False,False,32.781,32.781,False,True,,,True,101.23411986270028
2802,4.3,94.88,0.0,39.55,,0,0,0,0,1,0,0,False,4.3,4.3,False,False,94.88,94.88,False,False,0.0,0.0,False,False,39.55,39.55,False,True,,,True,113.34487267691819
2803,0.2,92.95,2.0,37.581,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,92.95,92.95,False,False,2.0,2.0,False,False,37.581,37.581,False,True,,,True,109.37653553648975
2804,0.0,92.49,0.0,38.218,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,92.49,92.49,False,False,0.0,0.0,False,False,38.218,38.218,False,True,,,True,105.10494984138269
2805,0.3,,3.0,42.358,,0,1,0,0,1,0,0,False,0.3,0.3,False,True,91.8817832167832,91.8817832167832,True,False,3.0,3.0,False,False,42.358,42.358,False,True,,,True,115.8964164717363
2806,0.0,91.51,1.0,33.987,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,91.51,91.51,False,False,1.0,1.0,False,False,33.987,33.987,False,True,,,True,102.61308259095081
2807,0.1,92.28,0.0,37.724,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,92.28,92.28,False,False,0.0,0.0,False,False,37.724,37.724,False,True,,,True,104.6406140971485
2808,0.0,89.1,0.0,36.196,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,89.1,89.1,False,False,0.0,0.0,False,False,36.196,36.196,False,True,,,True,101.36755791182408
2809,3.3,89.0,3.0,39.774,,0,0,0,0,1,0,0,False,3.3,3.3,False,False,89.0,89.0,False,False,3.0,3.0,False,False,39.774,39.774,False,True,,,True,115.83734577841737
2810,7.2,92.0,1.0,40.642,,0,0,0,0,1,0,0,False,7.2,7.2,False,False,92.0,92.0,False,False,1.0,1.0,False,False,40.642,40.642,False,True,,,True,118.99725752783706
2811,0.2,92.28,2.0,,,0,0,0,1,1,0,0,False,0.2,0.2,False,False,92.28,92.28,False,False,2.0,2.0,False,True,41.69137009932044,41.69137009932044,True,True,,,True,113.10600547775304
2812,11.9,96.05,1.0,42.314,,0,0,0,0,1,0,0,False,11.9,11.9,False,False,96.05,96.05,False,False,1.0,1.0,False,False,42.314,42.314,False,True,,,True,128.9532179494826
2813,0.4,95.27,2.0,36.918,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,95.27,95.27,False,False,2.0,2.0,False,False,36.918,36.918,False,True,,,True,110.17150129983229
2814,0.0,94.89,1.0,38.795,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,94.89,94.89,False,False,1.0,1.0,False,False,38.795,38.795,False,True,,,True,109.10549434407193
2815,0.0,92.9,2.0,40.485,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,92.9,92.9,False,False,2.0,2.0,False,False,40.485,40.485,False,True,,,True,111.96298949243626
2816,,90.66,1.0,39.04,,1,0,0,0,1,0,0,True,0.2,0.2,True,False,90.66,90.66,False,False,1.0,1.0,False,False,39.04,39.04,False,True,,,True,107.44936003040296
2817,0.0,90.72,2.0,34.848,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,90.72,90.72,False,False,2.0,2.0,False,False,34.848,34.848,False,True,,,True,105.26313728224663
2818,0.4,88.75,1.0,33.374,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,88.75,88.75,False,False,1.0,1.0,False,False,33.374,33.374,False,True,,,True,101.12390455847593
2819,0.9,88.85,0.0,37.1,,0,0,0,0,1,0,0,False,0.9,0.9,False,False,88.85,88.85,False,False,0.0,0.0,False,False,37.1,37.1,False,True,,,True,103.32781439758836
2820,0.5,86.77,2.0,38.361,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,86.77,86.77,False,False,2.0,2.0,False,False,38.361,38.361,False,True,,,True,107.38541070182781
2821,2.3,87.4,0.0,35.917,,0,0,0,0,1,0,0,False,2.3,2.3,False,False,87.4,87.4,False,False,0.0,0.0,False,False,35.917,35.917,False,True,,,True,103.26910355946308
2822,0.0,85.74,0.0,32.949,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,85.74,85.74,False,False,0.0,0.0,False,False,32.949,32.949,False,True,,,True,96.4318852114418
2823,0.2,86.4,0.0,35.078,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,86.4,86.4,False,False,0.0,0.0,False,False,35.078,35.078,False,True,,,True,99.14375308834583
2824,0.0,86.22,0.0,37.025,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,86.22,86.22,False,False,0.0,0.0,False,False,37.025,37.025,False,True,,,True,100.71558977970369
2825,0.6,85.7,3.0,33.65,,0,0,0,0,1,0,0,False,0.6,0.6,False,False,85.7,85.7,False,False,3.0,3.0,False,False,33.65,33.65,False,True,,,True,104.50446406184979
2826,10.1,90.04,2.0,40.402,,0,0,0,0,1,0,0,False,10.1,10.1,False,False,90.04,90.04,False,False,2.0,2.0,False,False,40.402,40.402,False,True,,,True,123.80063690503073
2827,3.1,88.28,3.0,39.665,,0,0,0,0,1,0,0,False,3.1,3.1,False,False,88.28,88.28,False,False,3.0,3.0,False,False,39.665,39.665,False,True,,,True,115.09603147443205
2828,0.3,87.81,1.0,36.645,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,87.81,87.81,False,False,1.0,1.0,False,False,36.645,36.645,False,True,,,True,103.75117356632305
2829,10.5,94.52,4.0,43.588,,0,0,0,0,1,0,0,False,10.5,10.5,False,False,94.52,94.52,False,False,4.0,4.0,False,False,43.588,43.588,False,True,,,True,134.18118090896922
2830,2.0,91.59,1.0,34.31,,0,0,0,0,1,0,0,False,2.0,2.0,False,False,91.59,91.59,False,False,1.0,1.0,False,False,34.31,34.31,False,True,,,True,105.62409085111723
2831,0.0,89.97,1.0,39.157,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,89.97,89.97,False,False,1.0,1.0,False,False,39.157,39.157,False,True,,,True,106.94729417100157
2832,0.3,88.41,1.0,33.972,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,88.41,88.41,False,False,1.0,1.0,False,False,33.972,33.972,False,True,,,True,101.40992078575702
2833,0.6,86.28,0.0,38.328,,0,0,0,0,1,0,0,False,0.6,0.6,False,False,86.28,86.28,False,False,0.0,0.0,False,False,38.328,38.328,False,True,,,True,102.83221097256693
2834,14.0,94.47,0.0,42.078,,0,0,0,0,1,1,0,False,14.0,14.0,False,False,94.47,94.47,False,False,0.0,0.0,False,False,42.078,42.078,False,True,,,True,128.49256775545163
2835,0.3,90.69,2.0,36.896,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,90.69,90.69,False,False,2.0,2.0,False,False,36.896,36.896,False,True,,,True,107.67428989694041
2836,0.4,90.57,1.0,40.612,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,90.57,90.57,False,False,1.0,1.0,False,False,40.612,40.612,False,True,,,True,109.22573443162739
2837,0.0,89.92,,38.837,,0,0,1,0,1,0,0,False,0.0,0.0,False,False,89.92,89.92,False,True,0.0,0.0,True,False,38.837,38.837,False,True,,,True,104.40351265274433
2838,0.0,89.61,1.0,38.637,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,89.61,89.61,False,False,1.0,1.0,False,False,38.637,38.637,False,True,,,True,106.24796276030419
2839,0.0,88.57,0.0,36.465,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,88.57,88.57,False,False,0.0,0.0,False,False,36.465,36.465,False,True,,,True,101.36293762355125
2840,0.2,88.02,0.0,33.593,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,88.02,88.02,False,False,0.0,0.0,False,False,33.593,33.593,False,True,,,True,98.50125494721176
2841,0.0,87.25,2.0,37.16,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,87.25,87.25,False,False,2.0,2.0,False,False,37.16,37.16,False,True,,,True,105.77858517245747
2842,6.5,89.7,0.0,37.605,,0,0,0,0,1,0,0,False,6.5,6.5,False,False,89.7,89.7,False,False,0.0,0.0,False,False,37.605,37.605,False,True,,,True,111.68317748325904
2843,0.0,89.58,0.0,37.914,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,89.58,89.58,False,False,0.0,0.0,False,False,37.914,37.914,False,True,,,True,103.31515366552283
2844,0.0,87.52,3.0,37.302,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,87.52,87.52,False,False,3.0,3.0,False,False,37.302,37.302,False,True,,,True,108.2585608069504
2845,8.1,92.12,0.0,40.705,,0,0,0,0,1,0,0,False,8.1,8.1,False,False,92.12,92.12,False,False,0.0,0.0,False,False,40.705,40.705,False,True,,,True,118.11242149913521
2846,0.0,91.81,3.0,40.574,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,91.81,91.81,False,False,3.0,3.0,False,False,40.574,40.574,False,True,,,True,113.69474545293518
2847,,90.45,3.0,37.423,,1,0,0,0,1,0,0,True,0.05,0.05,True,False,90.45,90.45,False,False,3.0,3.0,False,False,37.423,37.423,False,True,,,True,109.9435390393568
2848,0.0,90.47,0.0,33.546,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,90.47,90.47,False,False,0.0,0.0,False,False,33.546,33.546,False,True,,,True,99.44298720738227
2849,0.1,86.97,2.0,35.851,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,86.97,86.97,False,False,2.0,2.0,False,False,35.851,35.851,False,True,,,True,104.47100702883533
2850,1.0,87.97,1.0,40.03,,0,0,0,0,1,0,0,False,1.0,1.0,False,False,87.97,87.97,False,False,1.0,1.0,False,False,40.03,40.03,False,True,,,True,108.11412530931322
2851,9.0,91.45,0.0,43.024,,0,0,0,0,1,0,0,False,9.0,9.0,False,False,91.45,91.45,False,False,0.0,0.0,False,False,43.024,43.024,False,True,,,True,121.25968926958141
2852,0.0,89.96,2.0,38.503,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,89.96,89.96,False,False,2.0,2.0,False,False,38.503,38.503,False,True,,,True,108.49542494037851
2853,0.1,88.48,1.0,37.173,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,88.48,88.48,False,False,1.0,1.0,False,False,37.173,37.173,False,True,,,True,104.35200378278742
2854,0.3,88.36,0.0,32.558,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,88.36,88.36,False,False,0.0,0.0,False,False,32.558,32.558,False,True,,,True,97.78229573775758
2855,0.3,87.49,3.0,38.853,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,87.49,87.49,False,False,3.0,3.0,False,False,38.853,38.853,False,True,,,True,110.17732746709038
2856,0.5,86.5,2.0,36.845,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,86.5,86.5,False,False,2.0,2.0,False,False,36.845,36.845,False,True,,,True,105.74536569545953
