时间,表面位移_mm,降雨量_mm,孔隙水压力_kPa,微震事件数,干湿入渗系数,爆破点距离_m,单段最大药量_kg,是否爆破,爆破点距离_m_建模,单段最大药量_kg_建模,稳健趋势位移_mm,平滑速度_mm_h,阶段标签,阶段内序号,阶段内相对进程,最优组合拟合位移_mm,最优组合残差_mm,预警等级编码,预警等级
2024-02-09 01:00:00,1737.479,0.0,55.1,0,0.5487,,,0,0.0,0.0,1737.398,0.9299999999998363,2,853,0.20455635491606713,1753.9279970961043,-16.448997096104222,0,正常
2024-02-09 01:10:00,1737.398,0.0,55.11,1,0.5345,,,0,0.0,0.0,1737.479,0.4860000000007858,2,854,0.20479616306954437,1752.3665088266757,-14.968508826675816,0,正常
2024-02-09 01:20:00,1737.638,0.0,55.0,3,0.5128,,,0,0.0,0.0,1737.638,0.9539999999992688,2,855,0.20503597122302158,1748.930587979633,-11.292587979633026,0,正常
2024-02-09 01:30:00,1737.961,0.0,54.8,1,0.555,,,0,0.0,0.0,1737.961,1.9380000000005566,2,856,0.2052757793764988,1750.1246024895386,-12.163602489538562,0,正常
2024-02-09 01:40:00,1738.447,0.0,54.79,1,0.6671,,,0,0.0,0.0,1738.226,1.5900000000006003,2,857,0.205515587529976,1750.1212242544145,-11.67422425441464,0,正常
2024-02-09 01:50:00,1738.226,0.0,54.72,1,0.5446,,,0,0.0,0.0,1738.447,1.3259999999986576,2,858,0.20575539568345325,1749.9430577008184,-11.717057700818259,0,正常
2024-02-09 02:00:00,1738.916,0.0,54.7,0,0.5593,,,0,0.0,0.0,1738.916,2.8140000000003056,2,859,0.20599520383693046,1750.3953161250952,-11.479316125095238,0,正常
2024-02-09 02:10:00,1739.131,0.0,54.42,0,0.432,,,0,0.0,0.0,1738.955,0.2339999999999236,2,860,0.20623501199040767,1752.2983136207067,-13.167313620706636,0,正常
2024-02-09 02:20:00,1738.955,0.0,54.47,1,0.5294,,,0,0.0,0.0,1739.064,0.6540000000009059,2,861,0.20647482014388488,1754.5365350042484,-15.581535004248508,0,正常
2024-02-09 02:30:00,1739.064,0.0,54.39,0,0.4434,,,0,0.0,0.0,1739.131,0.40200000000004366,2,862,0.20671462829736212,1756.2465291254255,-17.18252912542539,0,正常
2024-02-09 02:40:00,1739.338,0.0,54.27,1,0.5278,,,0,0.0,0.0,1739.338,1.2419999999992797,2,863,0.20695443645083933,1756.0968057224368,-16.75880572243682,0,正常
2024-02-09 02:50:00,1739.63,0.0,54.13,1,0.465,,,0,0.0,0.0,1739.516,1.0680000000006658,2,864,0.20719424460431654,1756.2771709427432,-16.64717094274306,0,正常
2024-02-09 03:00:00,1739.516,0.0,54.13,3,0.4188,,,0,0.0,0.0,1739.63,0.6840000000001965,2,865,0.20743405275779375,1751.423818855526,-11.907818855525875,0,正常
2024-02-09 03:10:00,1739.853,0.0,53.99,3,0.4757,,,0,0.0,0.0,1739.853,1.337999999999738,2,866,0.207673860911271,1747.2577582277752,-7.404758227775119,0,正常
2024-02-09 03:20:00,1740.425,0.0,53.62,2,0.4279,,,0,0.0,0.0,1740.214,2.165999999999258,2,867,0.2079136690647482,1746.8967127429669,-6.471712742966929,0,正常
2024-02-09 03:30:00,1740.214,0.0,53.6,2,0.4787,,,0,0.0,0.0,1740.425,1.2660000000000764,2,868,0.2081534772182254,1744.046209483935,-3.832209483935003,0,正常
2024-02-09 03:40:00,1740.562,0.0,53.32,2,0.5428,,,0,0.0,0.0,1740.562,0.8219999999996617,2,869,0.20839328537170262,1743.0338394408882,-2.4718394408882887,0,正常
2024-02-09 03:50:00,1740.686,0.0,53.26,2,0.5486,,,0,0.0,0.0,1740.686,0.7440000000001419,2,870,0.20863309352517986,1741.607959737563,-0.9219597375631565,0,正常
2024-02-09 04:00:00,1741.116,0.0,53.38,3,0.5465,,,0,0.0,0.0,1741.116,2.580000000000382,2,871,0.20887290167865707,1741.0364032330476,0.0795967669523634,0,正常
2024-02-09 04:10:00,1741.392,0.0,53.16,0,0.511,,,0,0.0,0.0,1741.392,1.6560000000004038,2,872,0.20911270983213429,1746.5080530309265,-5.116053030926423,0,正常
2024-02-09 04:20:00,1741.395,0.0,53.02,2,0.5456,,,0,0.0,0.0,1741.395,0.017999999999574356,2,873,0.2093525179856115,1745.7677561172652,-4.372756117265226,0,正常
2024-02-09 04:30:00,1741.922,0.0,52.93,3,0.4898,,,0,0.0,0.0,1741.922,3.162000000000262,2,874,0.20959232613908874,1744.1805215318873,-2.2585215318872542,0,正常
2024-02-09 04:40:00,1742.106,0.0,52.66,1,0.5825,,,0,0.0,0.0,1742.106,1.1039999999998145,2,875,0.20983213429256595,1746.4769955151241,-4.37099551512415,0,正常
2024-02-09 04:50:00,1742.32,0.0,52.75,1,0.5387,,,0,0.0,0.0,1742.155,0.29399999999986903,2,876,0.21007194244604316,1747.5994353286537,-5.27943532865379,0,正常
2024-02-09 05:00:00,1742.155,0.0,52.48,1,0.5505,,,0,0.0,0.0,1742.32,0.9899999999997817,2,877,0.2103117505995204,1750.9194928267746,-8.764492826774585,0,正常
2024-02-09 05:10:00,1742.771,0.0,52.16,0,0.5222,,,0,0.0,0.0,1742.585,1.5900000000006003,2,878,0.2105515587529976,1751.608419457885,-8.837419457885062,0,正常
2024-02-09 05:20:00,1742.585,0.0,52.23,1,0.4611,,,0,0.0,0.0,1742.655,0.419999999999618,2,879,0.21079136690647482,1752.3745644809494,-9.789564480949366,0,正常
2024-02-09 05:30:00,1742.655,0.0,51.81,0,0.5401,,,0,0.0,0.0,1742.771,0.6959999999999127,2,880,0.21103117505995203,1757.516105726694,-14.86110572669395,0,正常
2024-02-09 05:40:00,1743.056,0.0,51.66,0,0.5741,,,0,0.0,0.0,1743.056,1.7100000000004911,2,881,0.21127098321342927,1758.90064554656,-15.84464554656006,0,正常
2024-02-09 05:50:00,1743.477,0.0,51.5,0,0.5148,,,0,0.0,0.0,1743.45,2.3640000000000327,2,882,0.21151079136690648,1760.6160825492639,-17.139082549263776,0,正常
2024-02-09 06:00:00,1743.804,0.0,51.45,1,0.4194,,,0,0.0,0.0,1743.477,0.16200000000026193,2,883,0.2117505995203837,1760.1350274877104,-16.331027487710344,0,正常
2024-02-09 06:10:00,1743.45,0.0,51.34,0,0.514,,,0,0.0,0.0,1743.627,0.8999999999991815,2,884,0.2119904076738609,1760.3888127705027,-16.938812770502636,0,正常
2024-02-09 06:20:00,1743.627,0.0,51.39,1,0.5242,,,0,0.0,0.0,1743.804,1.0620000000008076,2,885,0.21223021582733814,1760.0057866625439,-16.378786662543916,0,正常
2024-02-09 06:30:00,1743.953,0.0,51.64,0,0.5446,,,0,0.0,0.0,1743.893,0.5339999999996508,2,886,0.21247002398081535,1759.5314988250354,-15.578498825035467,0,正常
2024-02-09 06:40:00,1743.893,0.0,51.3,1,0.568,,,0,0.0,0.0,1743.953,0.3599999999996726,2,887,0.21270983213429256,1758.2910147152616,-14.398014715261525,0,正常
2024-02-09 06:50:00,1744.522,0.0,50.99,1,0.4799,,,0,0.0,0.0,1744.465,3.0719999999996617,2,888,0.21294964028776978,1757.332820155685,-12.810820155685178,0,正常
2024-02-09 07:00:00,1744.465,0.0,51.11,1,0.5081,,,0,0.0,0.0,1744.522,0.3420000000000982,2,889,0.21318944844124701,1757.0607694643918,-12.595769464391879,0,正常
2024-02-09 07:10:00,1744.773,0.0,50.92,0,0.505,,,0,0.0,0.0,1744.773,1.5059999999998581,2,890,0.21342925659472423,1757.635292383486,-12.862292383486192,0,正常
2024-02-09 07:20:00,1744.958,0.0,50.22,2,0.483,,,0,0.0,0.0,1744.958,1.1100000000010368,2,891,0.21366906474820144,1756.8394907330528,-11.881490733052715,0,正常
2024-02-09 07:30:00,1745.378,0.0,50.07,2,0.6075,,,0,0.0,0.0,1745.248,1.7399999999997817,2,892,0.21390887290167865,1754.5029482619482,-9.124948261948248,0,正常
2024-02-09 07:40:00,1745.248,0.0,49.78,2,0.4947,,,0,0.0,0.0,1745.378,0.7799999999992906,2,893,0.2141486810551559,1753.3003595132082,-8.052359513208103,0,正常
2024-02-09 07:50:00,1745.464,0.0,49.51,1,0.4036,,,0,0.0,0.0,1745.464,0.5160000000000764,2,894,0.2143884892086331,1753.7964200874062,-8.332420087406263,0,正常
2024-02-09 08:00:00,1746.027,0.0,49.42,1,0.3974,,,0,0.0,0.0,1745.552,0.5279999999997926,2,895,0.2146282973621103,1753.9749634861907,-7.947963486190702,0,正常
2024-02-09 08:10:00,1746.189,0.0,49.49,0,0.403,,,0,0.0,0.0,1746.025,2.8380000000011023,2,896,0.21486810551558752,1753.959139291092,-7.770139291091937,0,正常
2024-02-09 08:20:00,1746.308,0.0,49.49,0,0.5379,,,0,0.0,0.0,1746.027,0.011999999999716238,2,897,0.21510791366906476,1756.0670940957534,-9.759094095753426,0,正常
2024-02-09 08:30:00,1746.199,0.0,49.61,0,0.5166,,,0,0.0,0.0,1746.189,0.9720000000002074,2,898,0.21534772182254197,1758.4280144249253,-12.229014424925253,0,正常
2024-02-09 08:40:00,1746.025,0.0,49.47,1,0.4819,,,0,0.0,0.0,1746.199,0.05999999999994543,2,899,0.21558752997601918,1759.4256581493098,-13.40065814930972,0,正常
2024-02-09 08:50:00,1748.775,0.0,49.2,3,0.5202,,,0,0.0,0.0,1746.308,0.6539999999995416,2,900,0.2158273381294964,1756.1844945783987,-7.409494578398608,0,正常
2024-02-09 09:00:00,1746.917,0.1,49.48,1,0.4702,,,0,0.0,0.0,1746.917,3.6539999999995416,2,901,0.21606714628297363,1756.1930036166495,-9.276003616649632,0,正常
2024-02-09 09:10:00,1745.552,0.0,49.48,1,0.5419,,,0,0.0,0.0,1747.176,1.5540000000000873,2,902,0.21630695443645084,1754.7988085620746,-9.246808562074648,0,正常
2024-02-09 09:20:00,1747.271,0.0,49.48,1,0.3923,,,0,0.0,0.0,1747.271,0.5700000000001637,2,903,0.21654676258992805,1753.3905345249082,-6.119534524908204,0,正常
2024-02-09 09:30:00,1747.459,0.0,49.33,0,0.5714,,,0,0.0,0.0,1747.454,1.0979999999999563,2,904,0.21678657074340527,1754.0752055177345,-6.616205517734443,0,正常
2024-02-09 09:40:00,1747.454,0.0,49.15,0,0.576,,,0,0.0,0.0,1747.459,0.030000000000654836,2,905,0.2170263788968825,1755.6468451726644,-8.19284517266442,0,正常
2024-02-09 09:50:00,1747.176,0.0,49.1,2,0.571,,,0,0.0,0.0,1747.712,1.5179999999995744,2,906,0.21726618705035972,1756.1926215331914,-9.016621533191483,0,正常
2024-02-09 10:00:00,1747.807,0.0,48.99,3,0.5515,,,0,0.0,0.0,1747.807,0.5700000000001637,2,907,0.21750599520383693,1753.3293755665363,-5.5223755665363115,0,正常
2024-02-09 10:10:00,1747.712,0.0,49.06,1,0.5542,,,0,0.0,0.0,1748.465,3.9479999999994106,2,908,0.21774580335731414,1753.8708786853508,-6.158878685350828,0,正常
2024-02-09 10:20:00,1748.517,0.0,49.1,3,0.6178,,,0,0.0,0.0,1748.466,0.005999999999858119,2,909,0.21798561151079138,1750.340956670123,-1.823956670122925,0,正常
2024-02-09 10:30:00,1748.564,0.0,48.46,0,0.4605,,,0,0.0,0.0,1748.517,0.3060000000009495,2,910,0.2182254196642686,1752.3767497296474,-3.812749729647294,0,正常
2024-02-09 10:40:00,1748.465,0.0,48.18,4,0.577,,,0,0.0,0.0,1748.564,0.2820000000001528,2,911,0.2184652278177458,1745.8082483824803,2.6567516175196033,0,正常
2024-02-09 10:50:00,1748.466,0.0,48.22,5,0.5375,,,0,0.0,0.0,1748.775,1.2660000000000764,2,912,0.218705035971223,1741.1677771986033,7.298222801396605,0,正常
2024-02-09 11:00:00,1749.118,0.0,47.91,0,0.4859,,,0,0.0,0.0,1749.029,1.5239999999994325,2,913,0.21894484412470025,1747.4651537752948,1.652846224705172,0,正常
2024-02-09 11:10:00,1749.029,0.0,47.86,3,0.5137,,,0,0.0,0.0,1749.118,0.5339999999996508,2,914,0.21918465227817746,1743.8019639312238,5.227036068776215,0,正常
2024-02-09 11:20:00,1749.252,0.0,47.91,0,0.5601,,,0,0.0,0.0,1749.252,0.8040000000000873,2,915,0.21942446043165467,1748.888833747467,0.36316625253289203,0,正常
2024-02-09 11:30:00,1749.602,0.0,47.67,2,0.5073,,,0,0.0,0.0,1749.534,1.6920000000009168,2,916,0.21966426858513188,1745.3338826611484,4.268117338851653,0,正常
2024-02-09 11:40:00,1749.534,0.0,47.64,3,0.5303,,,0,0.0,0.0,1749.602,0.4079999999999018,2,917,0.21990407673860912,1746.197286021281,3.3367139787192173,0,正常
2024-02-09 11:50:00,1749.734,0.0,47.96,2,0.5806,,,0,0.0,0.0,1749.734,0.7919999999990068,2,918,0.22014388489208633,1750.1594474162996,-0.42544741629967575,0,正常
2024-02-09 12:00:00,1750.12,0.0,48.21,4,0.4694,,,0,0.0,0.0,1750.12,2.3159999999998035,2,919,0.22038369304556354,1743.2637377531555,6.856262246844381,0,正常
2024-02-09 12:10:00,1750.203,0.0,48.11,1,0.5349,,,0,0.0,0.0,1750.203,0.49800000000050204,2,920,0.22062350119904076,1747.2447460496996,2.958253950300332,0,正常
2024-02-09 12:20:00,1750.707,0.0,47.95,0,0.5208,,,0,0.0,0.0,1750.485,1.6919999999995525,2,921,0.220863309352518,1747.9462996508787,2.7607003491214073,0,正常
2024-02-09 12:30:00,1750.485,0.0,47.93,0,0.4669,,,0,0.0,0.0,1750.607,0.7320000000004256,2,922,0.2211031175059952,1750.5599587187035,-0.07495871870355586,0,正常
2024-02-09 12:40:00,1750.607,0.0,47.61,0,0.4464,,,0,0.0,0.0,1750.707,0.6000000000008185,2,923,0.22134292565947242,1755.2864475960064,-4.679447596006412,0,正常
2024-02-09 12:50:00,1750.741,0.0,47.43,1,0.5511,,,0,0.0,0.0,1750.741,0.20399999999926877,2,924,0.22158273381294963,1756.9464181470485,-6.205418147048476,0,正常
2024-02-09 13:00:00,1751.115,0.0,47.5,1,0.5273,,,0,0.0,0.0,1751.115,2.244000000000142,2,925,0.22182254196642687,1761.193137236663,-10.078137236662997,0,正常
2024-02-09 13:10:00,1751.174,0.0,47.41,1,0.5014,,,0,0.0,0.0,1751.174,0.35399999999981446,2,926,0.22206235011990408,1761.3009107623996,-10.126910762399575,0,正常
2024-02-09 13:20:00,1751.47,0.0,47.47,1,0.4506,,,0,0.0,0.0,1751.47,1.7760000000002947,2,927,0.2223021582733813,1759.7365711293287,-8.266571129328668,0,正常
2024-02-09 13:30:00,1751.767,0.0,47.28,4,0.4766,,,0,0.0,0.0,1751.609,0.8339999999993779,2,928,0.2225419664268585,1753.5803665129217,-1.8133665129216752,0,正常
2024-02-09 13:40:00,1751.609,0.0,47.16,1,0.5921,,,0,0.0,0.0,1751.767,0.9480000000007749,2,929,0.22278177458033574,1753.25124033799,-1.642240337990188,0,正常
2024-02-09 13:50:00,1751.771,0.0,47.06,0,0.5089,,,0,0.0,0.0,1751.771,0.023999999999432475,2,930,0.22302158273381295,1755.0966634213046,-3.3256634213046254,0,正常
2024-02-09 14:00:00,1752.09,0.0,46.75,1,0.5808,,,0,0.0,0.0,1752.09,1.91399999999976,2,931,0.22326139088729016,1755.460470352198,-3.3704703521980264,0,正常
2024-02-09 14:10:00,1752.273,0.0,46.86,0,0.5095,,,0,0.0,0.0,1752.261,1.0260000000002947,2,932,0.22350119904076737,1756.9846863511145,-4.711686351114622,0,正常
2024-02-09 14:20:00,1752.261,0.0,47.01,2,0.5728,,,0,0.0,0.0,1752.273,0.07199999999966167,2,933,0.2237410071942446,1754.7809034979623,-2.519903497962332,0,正常
2024-02-09 14:30:00,1752.843,0.0,46.76,0,0.5111,,,0,0.0,0.0,1752.716,2.6579999999999018,2,934,0.22398081534772182,1761.370363727942,-8.527363727941975,0,正常
2024-02-09 14:40:00,1752.719,0.0,46.73,4,0.5087,,,0,0.0,0.0,1752.719,0.0180000000009386,2,935,0.22422062350119903,1755.883772326085,-3.164772326084858,0,正常
2024-02-09 14:50:00,1752.932,0.0,46.7,0,0.5412,,,0,0.0,0.0,1752.843,0.7440000000001419,2,936,0.22446043165467625,1757.2989139081064,-4.366913908106426,0,正常
2024-02-09 15:00:00,1752.878,0.0,46.81,2,0.4675,,,0,0.0,0.0,1752.878,0.20999999999912689,2,937,0.22470023980815348,1755.0395619149995,-2.161561914999538,0,正常
2024-02-09 15:10:00,1752.716,0.0,46.95,1,0.5541,,,0,0.0,0.0,1752.932,0.32400000000052387,2,938,0.2249400479616307,1753.9129565182802,-1.1969565182803308,0,正常
2024-02-09 15:20:00,1753.6,0.0,46.94,1,0.5991,,,0,0.0,0.0,1753.6,4.007999999999356,2,939,0.2251798561151079,1755.5234094175296,-1.9234094175296832,0,正常
2024-02-09 15:30:00,1753.844,0.0,46.82,4,0.5018,,,0,0.0,0.0,1753.73,0.7800000000006548,2,940,0.22541966426858512,1749.0714021888016,4.772597811198466,0,正常
2024-02-09 15:40:00,1753.73,0.0,46.97,1,0.4696,,,0,0.0,0.0,1753.844,0.6840000000001965,2,941,0.22565947242206236,1754.0576175346346,-0.32761753463455534,0,正常
2024-02-09 15:50:00,1754.026,0.0,46.87,0,0.4993,,,0,0.0,0.0,1753.99,0.875999999999749,2,942,0.22589928057553957,1754.6546851656544,-0.6286851656543604,0,正常
2024-02-09 16:00:00,1753.99,0.0,47.01,0,0.556,,,0,0.0,0.0,1754.026,0.21600000000034925,2,943,0.22613908872901678,1757.3625466259257,-3.372546625925679,0,正常
2024-02-09 16:10:00,1754.296,0.0,46.99,1,0.5828,,,0,0.0,0.0,1754.296,1.6199999999998909,2,944,0.22637889688249402,1757.2861108996335,-2.990110899633464,0,正常
2024-02-09 16:20:00,1754.32,0.0,46.95,5,0.522,,,0,0.0,0.0,1754.32,0.14399999999932334,2,945,0.22661870503597123,1750.5592793385963,3.7607206614036386,0,正常
2024-02-09 16:30:00,1754.669,0.0,46.82,1,0.4935,,,0,0.0,0.0,1754.562,1.4519999999997708,2,946,0.22685851318944844,1756.3653931341848,-1.6963931341847456,0,正常
2024-02-09 16:40:00,1754.562,0.0,46.61,2,0.4849,,,0,0.0,0.0,1754.669,0.6420000000011896,2,947,0.22709832134292565,1755.2888014675164,-0.7268014675164522,0,正常
2024-02-09 16:50:00,1755.346,0.0,46.68,0,0.4817,,,0,0.0,0.0,1755.182,3.07799999999952,2,948,0.2273381294964029,1755.8874299490167,-0.5414299490166741,0,正常
2024-02-09 17:00:00,1755.53,0.0,46.68,0,0.5191,,,0,0.0,0.0,1755.346,0.9839999999999236,2,949,0.2275779376498801,1756.1691568006104,-0.639156800610408,0,正常
2024-02-09 17:10:00,1755.182,0.0,46.55,3,0.4947,,,0,0.0,0.0,1755.408,0.3719999999993888,2,950,0.2278177458033573,1752.7572696464235,2.4247303535764786,0,正常
2024-02-09 17:20:00,1755.408,0.0,46.71,2,0.5232,,,0,0.0,0.0,1755.53,0.7320000000004256,2,951,0.22805755395683452,1757.097512207087,-1.6895122070870912,0,正常
2024-02-09 17:30:00,1755.883,0.0,46.81,0,0.557,,,0,0.0,0.0,1755.767,1.4220000000004802,2,952,0.22829736211031176,1759.053829040612,-3.170829040612034,0,正常
2024-02-09 17:40:00,1755.767,0.0,46.8,2,0.4973,,,0,0.0,0.0,1755.883,0.6959999999999127,2,953,0.22853717026378897,1758.3982346481566,-2.6312346481565783,0,正常
2024-02-09 17:50:00,1756.093,0.0,46.84,0,0.4836,,,0,0.0,0.0,1756.02,0.8219999999996617,2,954,0.22877697841726619,1759.2320366022386,-3.139036602238548,0,正常
2024-02-09 18:00:00,1756.02,0.0,46.47,1,0.5874,,,0,0.0,0.0,1756.093,0.4380000000005566,2,955,0.2290167865707434,1758.3128294558285,-2.292829455828496,0,正常
2024-02-09 18:10:00,1756.196,0.0,46.23,2,0.4447,,,0,0.0,0.0,1756.196,0.6179999999990287,2,956,0.22925659472422064,1759.8193487078663,-3.6233487078663984,0,正常
2024-02-09 18:20:00,1756.623,0.0,45.97,1,0.4839,,,0,0.0,0.0,1756.391,1.1700000000009823,2,957,0.22949640287769785,1762.2834490106452,-5.660449010645152,0,正常
2024-02-09 18:30:00,1756.486,0.0,45.96,1,0.5758,,,0,0.0,0.0,1756.486,0.5700000000001637,2,958,0.22973621103117506,1761.1240113939666,-4.638011393966508,0,正常
2024-02-09 18:40:00,1756.391,0.0,45.89,0,0.455,,,0,0.0,0.0,1756.623,0.8219999999996617,2,959,0.22997601918465227,1764.4914886465356,-8.100488646535496,0,正常
2024-02-09 18:50:00,1756.738,0.0,45.93,0,0.5709,,,0,0.0,0.0,1756.738,0.6900000000000546,2,960,0.2302158273381295,1764.5958994758787,-7.857899475878639,0,正常
2024-02-09 19:00:00,1756.956,0.0,45.75,2,0.3853,,,0,0.0,0.0,1756.956,1.3079999999990832,2,961,0.23045563549160672,1762.6883275768814,-5.7323275768815165,0,正常
2024-02-09 19:10:00,1757.493,0.0,45.54,3,0.4801,,,0,0.0,0.0,1757.1,0.8640000000000327,2,962,0.23069544364508393,1761.2834316693213,-3.7904316693213786,0,正常
2024-02-09 19:20:00,1757.1,0.0,45.59,0,0.476,,,0,0.0,0.0,1757.493,2.3580000000001746,2,963,0.23093525179856114,1763.506989191863,-6.406989191863204,0,正常
2024-02-09 19:30:00,1757.536,0.0,45.26,1,0.5839,,,0,0.0,0.0,1757.536,0.2580000000007203,2,964,0.23117505995203838,1763.8729075866884,-6.336907586688312,0,正常
2024-02-09 19:40:00,1757.984,0.0,45.25,2,0.4983,,,0,0.0,0.0,1757.754,1.3079999999990832,2,965,0.2314148681055156,1760.8490780945167,-2.8650780945167753,0,正常
2024-02-09 19:50:00,1757.754,0.0,44.91,2,0.5158,,,0,0.0,0.0,1757.984,1.3800000000001091,2,966,0.2316546762589928,1758.859314084135,-1.1053140841349887,0,正常
2024-02-09 20:00:00,1759.039,0.0,45.1,0,0.5355,,,0,0.0,0.0,1758.293,1.8539999999998145,2,967,0.23189448441247001,1761.9470437325017,-2.90804373250171,0,正常
2024-02-09 20:10:00,1758.506,0.0,44.61,0,0.4543,,,0,0.0,0.0,1758.305,0.07200000000102591,2,968,0.23213429256594725,1766.9349994553243,-8.428999455324174,0,正常
2024-02-09 20:20:00,1758.293,0.0,44.58,0,0.4286,,,0,0.0,0.0,1758.506,1.206000000000131,2,969,0.23237410071942446,1767.1162138838367,-8.823213883836843,0,正常
2024-02-09 20:30:00,1758.305,0.0,44.79,1,0.5537,,,0,0.0,0.0,1758.625,0.713999999999487,2,970,0.23261390887290168,1766.2334344181336,-7.92843441813352,0,正常
2024-02-09 20:40:00,1758.625,0.0,44.75,2,0.4908,,,0,0.0,0.0,1758.79,0.9899999999997817,2,971,0.2328537170263789,1766.0689857519549,-7.44398575195487,0,正常
2024-02-09 20:50:00,1758.869,0.0,44.81,0,0.5341,,,0,0.0,0.0,1758.835,0.27000000000043656,2,972,0.23309352517985613,1769.2530144965426,-10.384014496542704,0,正常
2024-02-09 21:00:00,1758.835,0.0,44.89,1,0.4934,,,0,0.0,0.0,1758.869,0.20399999999926877,2,973,0.23333333333333334,1767.6563982685038,-8.821398268503799,0,正常
2024-02-09 21:10:00,1758.79,0.0,44.6,3,0.4655,,,0,0.0,0.0,1759.039,1.0200000000004366,2,974,0.23357314148681055,1763.0507121129485,-4.260712112948568,0,正常
2024-02-09 21:20:00,1759.09,0.0,44.59,0,0.5284,,,0,0.0,0.0,1759.09,0.30599999999958527,2,975,0.23381294964028776,1764.164362941503,-5.074362941503068,0,正常
2024-02-09 21:30:00,1759.388,0.0,44.38,0,0.4462,,,0,0.0,0.0,1759.28,1.1400000000003274,2,976,0.234052757793765,1766.1892962370407,-6.801296237040788,0,正常
2024-02-09 21:40:00,1759.28,0.0,44.34,1,0.5597,,,0,0.0,0.0,1759.388,0.6479999999996835,2,977,0.2342925659472422,1767.3514364073935,-8.071436407393549,0,正常
2024-02-09 21:50:00,1759.463,0.0,44.2,1,0.4696,,,0,0.0,0.0,1759.463,0.45000000000027285,2,978,0.23453237410071942,1766.3570330256505,-6.894033025650515,0,正常
2024-02-09 22:00:00,1759.499,0.0,43.99,0,0.4677,,,0,0.0,0.0,1759.499,0.21600000000034925,2,979,0.23477218225419663,1768.5946425745665,-9.095642574566455,0,正常
2024-02-09 22:10:00,1760.037,0.0,43.54,0,0.4503,,,0,0.0,0.0,1759.844,2.0700000000001637,2,980,0.23501199040767387,1773.3639314577,-13.326931457699857,0,正常
2024-02-09 22:20:00,1759.844,0.0,43.58,0,0.4361,,,0,0.0,0.0,1759.885,0.24599999999963984,2,981,0.23525179856115108,1773.2964494155026,-13.452449415502542,0,正常
2024-02-09 22:30:00,1760.015,0.0,43.34,1,0.4891,,,0,0.0,0.0,1760.015,0.7800000000006548,2,982,0.2354916067146283,1771.8655471832105,-11.850547183210438,0,正常
2024-02-09 22:40:00,1760.167,0.0,43.5,1,0.6452,,,0,0.0,0.0,1760.037,0.1319999999996071,2,983,0.2357314148681055,1771.5819913178252,-11.414991317825297,0,正常
2024-02-09 22:50:00,1759.885,0.0,43.14,1,0.5981,,,0,0.0,0.0,1760.167,0.7799999999992906,2,984,0.23597122302158274,1772.158599042343,-12.273599042342994,0,正常
2024-02-09 23:00:00,1760.282,2.9,45.77,0,0.5501,,,0,0.0,0.0,1760.265,0.5880000000011023,2,985,0.23621103117505995,1766.9748699367317,-6.692869936731768,0,正常
2024-02-09 23:10:00,1760.265,0.0,45.69,1,0.4752,,,0,0.0,0.0,1760.282,0.10199999999895226,2,986,0.23645083932853717,1764.6981769265567,-4.433176926556598,0,正常
2024-02-09 23:20:00,1760.873,0.0,45.76,4,0.5399,,,0,0.0,0.0,1760.873,3.5460000000007312,2,987,0.23669064748201438,1758.2296245786285,2.643375421371502,0,正常
2024-02-09 23:30:00,1760.938,0.0,45.68,0,0.4198,,,0,0.0,0.0,1760.938,0.3900000000003274,2,988,0.23693045563549162,1761.1052830117292,-0.16728301172906868,0,正常
2024-02-09 23:40:00,1761.352,0.0,45.33,1,0.5017,,,0,0.0,0.0,1761.092,0.9239999999999782,2,989,0.23717026378896883,1761.6935890816144,-0.3415890816143019,0,正常
2024-02-09 23:50:00,1761.285,0.0,45.28,2,0.5469,,,0,0.0,0.0,1761.285,1.1579999999999018,2,990,0.23741007194244604,1759.91356784044,1.3714321595600723,0,正常
2024-02-10 00:00:00,1761.092,0.0,45.19,2,0.6023,,,0,0.0,0.0,1761.352,0.40200000000004366,2,991,0.23764988009592325,1755.2109778853903,5.881022114609777,0,正常
2024-02-10 00:10:00,1761.608,0.0,45.28,1,0.5137,,,0,0.0,0.0,1761.608,1.5359999999991487,2,992,0.2378896882494005,1755.5016159305196,6.1063840694803275,0,正常
2024-02-10 00:20:00,1761.627,0.0,45.09,1,0.568,,,0,0.0,0.0,1761.627,0.11400000000003274,2,993,0.2381294964028777,1760.2549538555902,1.372046144409751,0,正常
2024-02-10 00:30:00,1762.086,0.0,45.27,0,0.5638,,,0,0.0,0.0,1761.747,0.7200000000007094,2,994,0.2383693045563549,1760.395300488019,1.690699511980938,0,正常
2024-02-10 00:40:00,1761.865,0.0,44.87,0,0.534,,,0,0.0,0.0,1761.865,0.7079999999996289,2,995,0.23860911270983212,1762.409660065655,-0.54466006565508,0,正常
2024-02-10 00:50:00,1761.747,0.0,44.74,0,0.5171,,,0,0.0,0.0,1762.086,1.3260000000000218,2,996,0.23884892086330936,1765.5481834694897,-3.801183469489615,0,正常
2024-02-10 01:00:00,1762.217,0.0,44.77,0,0.5713,,,0,0.0,0.0,1762.217,0.786000000000513,2,997,0.23908872901678657,1768.362808821014,-6.145808821013816,0,正常
2024-02-10 01:10:00,1762.606,0.0,44.55,0,0.4559,,,0,0.0,0.0,1762.436,1.3139999999989413,2,998,0.23932853717026378,1770.4019403154039,-7.795940315403868,0,正常
